"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","Y"
49,84,100,100,83,93,30,78,57,68,87,35,53,0,0,8,1
5,89,18,57,56,28,24,0,13,36,0,72,34,97,100,100,1
44,84,33,59,88,39,56,0,6,12,0,65,40,97,100,100,1
16,88,0,57,38,31,22,0,13,32,11,68,42,95,100,100,1
15,83,6,48,65,46,45,0,8,20,0,74,43,94,100,100,1
0,89,9,71,41,41,28,0,20,24,23,69,53,95,100,100,1
17,84,18,59,48,36,17,0,0,38,6,87,52,93,100,100,1
48,95,100,100,100,92,47,85,34,70,73,35,48,0,0,19,1
100,97,80,100,46,99,36,73,62,63,53,42,26,21,0,0,1
42,90,24,55,80,48,51,10,0,0,9,48,43,85,100,100,1
100,97,56,100,22,83,18,50,53,47,68,22,37,0,0,6,1
39,94,100,100,99,98,36,92,50,69,93,39,61,7,0,0,1
0,66,1,64,26,53,63,26,12,0,12,52,33,91,100,100,1
93,93,44,100,26,73,53,51,100,46,86,12,38,0,0,13,1
100,98,75,96,22,100,0,83,38,66,80,42,56,6,5,0,1
100,93,78,95,29,100,0,82,33,70,73,45,61,0,18,1,1
36,100,23,78,57,38,31,0,0,16,11,71,51,94,100,82,1
30,97,81,98,43,100,14,65,58,57,100,27,48,0,0,17,1
40,100,7,58,51,41,13,0,0,25,5,75,35,98,100,98,1
14,100,75,97,74,99,21,80,42,52,100,24,51,0,0,23,1
100,100,44,99,6,73,15,48,65,60,85,26,49,0,0,12,1
100,94,72,100,49,93,44,64,68,53,55,29,29,13,0,0,1
100,99,66,100,36,80,38,50,79,41,69,16,32,0,0,7,1
37,90,19,57,66,43,40,5,0,0,21,50,52,90,100,100,1
21,93,28,62,53,24,13,0,5,41,0,84,47,96,100,100,1
16,89,13,41,65,35,26,0,0,29,2,83,53,100,100,96,1
100,100,58,83,31,55,17,24,43,0,80,19,50,43,0,39,0
39,100,23,82,0,52,1,21,48,0,100,16,70,42,6,55,0
84,100,59,99,16,72,0,42,20,12,100,0,94,22,4,27,0
100,100,53,81,25,54,11,25,38,0,99,8,65,29,0,25,0
84,100,46,98,13,60,0,19,53,0,100,32,33,36,10,4,0
100,100,68,96,38,70,14,44,0,14,36,0,51,23,3,28,0
78,85,65,66,100,25,49,0,15,29,58,67,66,100,0,84,0
0,67,38,66,62,30,38,0,8,30,45,63,100,90,58,100,0
85,100,56,72,42,39,55,7,100,0,95,30,46,37,0,23,0
41,53,60,100,100,89,70,42,33,0,72,16,54,62,0,72,0
86,79,47,100,18,62,65,27,66,0,0,3,46,39,100,71,0
100,100,62,86,30,66,7,41,0,12,36,0,59,18,17,25,0
31,93,12,78,71,36,31,0,21,33,100,65,69,100,0,78,0
100,100,59,73,26,45,0,15,33,0,97,18,81,38,9,28,0
0,82,37,62,83,30,65,0,46,32,81,66,100,100,23,90,0
73,64,54,100,0,75,60,40,91,0,13,13,46,55,100,87,0
45,74,23,68,92,35,77,0,45,28,100,64,95,100,0,80,0
73,96,50,70,38,24,0,0,29,41,70,77,100,100,46,78,0
77,72,51,100,0,77,61,42,94,0,22,2,33,45,100,76,0
100,100,56,81,33,51,26,18,63,0,93,25,47,38,0,20,0
43,82,85,44,100,3,17,0,0,34,62,64,90,100,7,95,0
100,97,58,100,21,70,0,34,21,0,71,1,57,28,11,14,0
73,100,35,81,10,51,11,19,59,0,100,19,62,44,0,47,0
32,52,22,0,100,2,78,63,35,37,14,100,71,92,0,73,0
34,71,16,65,17,23,0,0,1,42,44,75,100,100,46,91,0
49,100,19,91,31,54,36,15,0,0,7,36,51,63,100,87,0
98,100,50,76,20,42,21,5,77,0,100,34,45,37,0,10,0
97,100,53,77,32,44,39,9,90,0,100,31,51,49,0,36,0
40,100,7,84,72,47,100,5,22,0,52,45,84,90,0,94,0
54,100,24,79,6,48,13,16,59,0,100,15,54,30,0,23,0
81,82,0,95,19,62,84,29,45,0,24,33,83,68,100,100,0
88,78,34,100,0,73,45,38,78,0,21,11,50,49,100,82,0
100,100,61,88,30,64,7,36,0,5,42,0,49,23,6,25,0
44,89,62,48,61,0,0,6,35,47,100,72,81,100,14,84,0
29,95,93,67,84,100,10,68,0,18,74,0,100,44,17,44,0
100,100,9,95,0,52,98,26,48,0,46,45,98,90,18,71,0
65,60,100,100,5,100,19,57,65,15,0,0,13,43,97,75,0
88,100,30,79,5,54,0,28,25,3,100,0,92,25,15,26,0
79,100,46,75,22,48,22,18,65,0,100,17,51,32,0,20,0
46,92,45,62,38,22,0,0,9,39,57,70,100,100,27,98,0
32,98,8,71,56,25,28,0,0,42,77,69,100,100,15,92,0
100,100,68,96,37,75,14,51,0,22,21,0,54,10,15,18,0
100,83,64,100,50,65,75,26,35,0,0,22,46,53,100,78,0
22,100,66,50,100,94,45,95,5,41,58,0,78,42,0,46,0
100,100,63,90,26,63,2,33,0,0,54,1,60,31,7,30,0
37,100,0,60,94,94,3,89,29,54,0,0,100,28,8,38,0
97,100,57,82,24,51,0,20,32,0,100,12,91,42,25,56,0
35,97,35,61,44,19,0,0,23,38,61,68,100,99,51,100,0
32,90,0,64,66,29,79,0,12,26,60,67,100,100,16,79,0
63,62,67,100,5,79,52,41,73,0,0,2,32,42,100,75,0
96,98,83,100,47,68,26,32,49,0,100,18,53,39,0,27,0
41,100,6,89,0,57,12,25,54,4,100,24,55,25,17,0,0
0,76,49,100,100,82,58,41,28,0,82,15,28,51,34,88,0
100,100,59,83,24,57,0,29,12,1,73,0,62,26,7,43,0
100,100,53,92,20,64,11,29,38,0,85,8,55,32,0,29,0
73,100,0,91,49,63,100,31,58,0,16,28,45,69,30,98,0
100,100,44,81,11,53,0,22,42,0,95,21,56,40,2,18,0
65,100,56,100,17,67,0,31,36,0,100,6,73,38,10,55,0
72,100,32,76,5,47,0,15,47,0,100,12,59,24,3,17,0
44,90,0,79,79,43,95,0,13,10,50,55,100,98,19,100,0
58,100,0,85,51,50,79,11,14,0,44,39,100,71,51,83,0
100,63,71,100,10,85,24,43,56,4,0,0,26,38,88,55,0
0,30,46,60,59,100,21,81,67,50,100,16,38,0,7,28,0
0,95,21,65,86,30,54,0,14,25,68,62,100,100,0,90,0
100,100,29,88,45,52,79,16,16,0,0,33,42,68,44,98,0
100,100,56,93,23,65,0,31,18,0,65,4,61,22,17,9,0
80,81,34,100,0,70,45,39,76,0,28,12,57,54,100,85,0
2,20,44,53,63,100,14,98,53,59,100,25,57,0,0,13,0
50,54,80,96,38,100,37,50,46,0,0,15,45,45,100,61,0
100,83,20,100,0,68,71,36,89,0,17,15,42,55,98,91,0
67,100,25,81,0,49,0,15,51,0,100,20,63,40,9,26,0
100,100,59,83,31,52,20,19,52,0,91,25,48,27,0,7,0
0,96,31,63,100,32,86,0,12,18,53,53,98,87,41,100,0
25,94,6,58,87,30,85,0,0,17,49,53,100,89,35,100,0
86,83,40,100,0,72,49,37,63,0,10,20,52,55,100,82,0
55,90,44,56,29,13,0,0,28,38,64,69,100,100,63,99,0
100,100,57,83,24,57,3,27,25,0,78,6,54,23,0,17,0
93,77,47,100,8,68,70,33,74,0,0,20,52,57,100,92,0
100,99,65,100,33,77,11,51,0,22,21,0,52,19,11,20,0
95,100,64,81,36,49,27,12,75,0,100,27,51,41,0,28,0
100,91,44,100,0,76,10,37,30,0,3,25,25,61,72,86,0
89,100,35,79,11,52,0,25,19,0,97,1,100,23,22,21,0
51,62,56,100,1,82,33,42,65,1,0,0,32,40,100,65,0
76,100,28,96,0,66,2,32,45,9,100,17,53,26,19,0,0
47,97,17,79,57,40,70,0,0,17,33,53,100,79,65,100,0
26,94,0,80,47,41,68,0,5,9,52,46,100,84,36,100,0
48,88,28,58,34,9,0,0,25,42,66,77,100,100,49,78,0
64,97,32,67,19,26,0,0,30,36,67,67,100,100,47,88,0
100,100,57,97,21,66,0,32,17,0,85,3,64,23,4,3,0
100,100,49,92,19,64,12,31,39,3,91,0,56,22,0,24,0
92,100,36,87,0,51,8,11,82,7,100,40,27,36,10,0,0
56,100,46,99,14,66,0,31,36,0,100,9,58,24,32,2,0
95,100,59,80,27,51,11,20,48,0,100,15,57,31,0,19,0
49,100,16,79,0,49,5,18,49,0,100,4,59,24,24,19,0
79,78,42,100,27,66,68,30,50,0,0,22,45,54,100,82,0
94,100,35,94,3,58,0,21,74,14,100,43,21,34,19,0,0
69,100,27,87,1,57,0,25,35,1,91,0,100,21,45,27,0
87,100,45,83,14,54,0,21,42,0,100,8,77,31,18,29,0
44,93,0,100,32,60,85,27,61,0,41,36,100,65,72,88,0
69,82,0,100,22,64,96,36,96,0,33,20,93,53,100,79,0
11,58,85,41,87,0,0,9,23,50,100,78,71,100,10,77,0
23,100,13,70,66,36,33,0,0,25,59,58,100,96,28,97,0
69,100,38,82,13,54,7,24,41,0,100,4,57,16,0,8,0
100,95,46,100,9,71,0,37,21,3,80,0,67,29,3,31,0
55,100,20,75,0,48,0,19,41,0,100,8,78,30,27,25,0
83,100,18,88,37,43,61,0,0,20,53,56,100,91,22,97,0
29,61,97,31,78,0,0,12,45,45,100,77,80,100,9,73,0
67,100,27,75,0,44,15,11,73,3,100,25,40,25,3,0,0
100,100,53,89,17,60,4,28,33,0,90,18,60,42,0,22,0
43,100,0,88,67,47,85,0,17,16,83,56,100,93,17,74,0
100,98,51,100,11,72,44,35,43,0,0,20,22,61,65,92,0
51,88,41,100,10,63,10,20,57,0,100,26,53,42,0,26,0
74,100,32,78,13,39,15,0,71,6,100,41,47,42,0,16,0
77,97,63,73,91,32,54,0,0,24,49,54,100,86,46,100,0
100,100,73,83,32,59,4,33,0,4,66,0,88,18,20,18,0
0,77,49,100,100,74,85,37,58,0,93,13,69,48,5,74,0
66,100,35,69,23,33,43,0,98,1,100,32,43,37,0,18,0
74,100,26,78,0,48,2,16,56,0,100,20,56,40,9,25,0
0,69,28,100,100,97,77,55,40,15,86,0,38,33,9,72,0
100,100,55,94,19,70,0,36,12,3,57,0,66,30,20,35,0
97,100,54,83,0,48,3,10,84,0,100,39,14,51,8,18,0
80,71,59,100,18,73,44,34,50,0,0,20,46,50,100,74,0
45,100,42,79,11,45,0,7,62,0,100,23,41,35,33,11,0
97,90,67,100,26,71,0,39,4,6,74,0,100,26,27,18,0
68,100,11,89,59,45,61,0,0,17,65,55,100,100,18,98,0
91,90,59,64,50,16,0,0,21,44,94,73,100,100,11,92,0
100,100,73,94,48,66,30,35,35,2,74,0,44,15,0,14,0
100,100,68,79,45,57,28,34,22,11,72,0,62,18,0,20,0
100,100,66,86,41,58,24,29,27,0,79,2,56,21,0,26,0
63,93,69,100,38,67,16,31,43,4,100,22,48,25,0,0,0
0,63,63,33,72,0,20,9,58,42,100,74,56,100,7,71,0
95,100,57,84,33,50,22,12,66,0,100,24,47,22,0,6,0
90,100,39,78,4,49,0,18,59,0,100,24,41,39,10,13,0
62,77,24,100,1,71,41,36,50,0,0,22,42,55,100,74,0
100,100,71,87,45,65,21,41,4,16,34,0,53,16,0,22,0
69,100,27,79,3,51,8,21,51,0,100,3,56,22,0,28,0
65,82,14,100,33,49,100,5,8,0,0,41,90,72,12,98,0
49,100,57,55,40,9,0,0,44,40,100,77,77,100,14,69,0
89,100,43,93,11,60,0,24,44,0,100,26,66,49,4,26,0
77,100,55,75,40,48,36,21,64,0,100,16,49,21,0,10,0
100,100,61,82,30,58,6,30,0,0,44,2,43,21,2,9,0
53,100,23,75,3,48,0,20,41,0,100,6,67,25,8,16,0
69,100,71,86,12,57,0,24,69,0,100,30,12,39,31,12,0
99,100,76,84,40,56,14,24,46,0,100,13,57,31,0,23,0
100,100,76,97,44,70,16,40,0,6,34,0,43,31,9,32,0
100,100,59,81,29,55,4,26,11,0,60,12,51,30,0,21,0
60,100,25,76,1,49,0,21,42,0,100,7,62,18,5,6,0
83,100,35,80,9,50,4,17,53,0,100,21,55,31,0,15,0
10,63,43,100,100,85,75,43,35,6,61,0,58,35,0,66,0
54,83,11,68,44,32,30,0,0,27,49,59,100,90,21,100,0
21,64,55,29,7,0,0,32,55,65,100,100,20,93,12,57,0
71,100,40,70,19,35,21,0,79,4,100,35,42,43,0,21,0
95,83,17,87,51,48,92,10,0,0,25,37,100,69,94,100,0
49,82,6,100,0,65,19,27,15,0,8,38,48,62,100,68,0
64,95,54,100,16,67,0,30,41,0,100,9,43,31,38,5,0
75,94,62,100,22,67,0,30,35,0,100,8,78,43,16,59,0
58,100,28,75,4,43,0,9,59,0,100,24,41,34,1,9,0
100,100,60,91,23,63,0,32,12,0,65,6,69,36,11,38,0
57,90,0,88,46,52,100,19,39,0,33,37,69,75,39,100,0
100,100,52,80,16,50,0,17,48,0,97,18,69,45,16,37,0
55,100,20,69,3,36,4,3,72,0,100,31,68,57,0,45,0
100,100,54,80,19,56,0,31,17,7,81,0,98,20,31,17,0
67,100,10,92,29,53,50,14,1,0,0,37,45,67,100,87,0
99,100,41,89,4,61,0,26,42,0,100,4,75,33,16,38,0
67,99,18,97,32,47,69,0,0,4,45,49,100,91,42,100,0
54,90,22,65,100,77,48,100,14,49,0,0,73,16,44,66,0
49,72,46,100,0,71,48,35,79,0,11,21,40,58,100,86,0
40,56,100,92,26,100,15,51,77,9,0,0,16,46,100,80,0
64,94,50,74,90,36,55,0,0,15,48,51,100,86,24,100,0
100,100,61,99,24,66,0,31,22,0,93,13,70,33,3,18,0
78,91,11,100,6,67,38,34,51,0,0,20,35,51,100,72,0
88,85,100,100,60,75,26,48,0,19,34,0,80,18,30,30,0
100,100,33,91,44,60,84,29,46,0,0,14,39,46,87,75,0
100,100,55,87,23,65,0,39,0,10,44,0,85,14,59,28,0
93,100,48,89,12,59,0,25,43,0,100,18,61,43,0,29,0
4,62,61,32,53,0,0,11,53,42,100,74,80,100,12,74,0
73,91,21,85,50,37,46,0,0,24,54,63,100,100,30,78,0
35,95,51,60,72,15,22,0,0,36,53,66,100,99,33,100,0
68,100,0,90,62,47,100,0,15,5,53,55,97,100,18,84,0
84,100,58,83,35,55,24,26,48,0,100,15,65,35,0,24,0
100,100,72,89,30,59,0,25,31,0,92,12,79,32,19,18,0
100,100,64,99,29,78,4,51,0,18,30,0,42,26,0,22,0
100,100,57,87,26,58,14,26,43,0,87,13,45,28,0,10,0
100,100,68,89,36,70,12,46,4,18,33,0,40,9,0,13,0
77,99,0,73,100,100,12,84,6,48,12,0,99,39,16,51,0
77,100,11,67,100,72,43,99,36,32,0,0,84,2,30,46,0
100,100,50,81,16,54,5,25,34,0,89,14,70,41,0,49,0
100,100,66,85,39,61,16,34,10,3,45,0,36,22,0,12,0
86,100,47,81,14,55,0,27,22,0,88,0,100,26,34,28,0
100,95,87,100,49,76,17,47,0,14,40,0,66,25,19,25,0
84,100,72,98,38,66,18,31,44,0,100,14,64,39,0,27,0
66,48,100,82,52,100,39,64,79,29,43,0,0,26,59,56,0
96,90,2,68,78,32,85,0,15,26,72,67,100,100,0,71,0
100,100,62,84,35,57,19,24,40,0,72,18,37,31,0,14,0
77,100,29,80,0,53,2,21,45,0,100,6,68,29,14,27,0
96,98,44,100,5,72,0,36,38,8,100,6,61,21,11,0,0
21,87,33,52,62,13,5,0,0,36,74,66,100,100,5,89,0
75,100,42,78,13,51,0,22,40,0,100,16,88,43,22,35,0
86,100,46,83,17,56,0,28,17,1,92,0,100,21,22,16,0
83,74,74,100,42,73,51,36,46,0,0,12,35,41,100,54,0
70,100,72,97,45,57,39,13,91,0,100,39,41,44,0,11,0
100,100,58,80,26,58,0,35,0,11,61,0,74,12,16,6,0
100,100,54,91,22,66,0,40,3,13,54,0,81,23,24,31,0
63,100,33,90,5,56,10,18,61,0,100,22,46,36,0,16,0
86,100,38,72,7,38,14,3,82,0,100,34,44,50,0,28,0
66,94,20,75,77,39,77,0,0,15,39,53,100,89,0,100,0
87,100,11,90,62,63,100,28,53,0,0,23,45,57,94,89,0
76,97,38,71,44,34,36,0,0,24,54,52,100,82,62,100,0
100,100,61,79,25,51,0,20,38,0,91,17,61,42,5,28,0
82,100,0,89,51,60,100,28,43,0,3,26,36,63,43,97,0
100,100,53,91,20,64,0,32,9,1,59,0,64,23,16,23,0
100,100,63,87,35,68,16,47,2,25,0,2,32,0,30,21,0
52,100,31,70,46,34,25,0,0,19,50,50,100,81,69,99,0
100,97,60,100,27,77,4,45,0,6,36,0,50,34,16,37,0
100,91,58,100,20,75,0,38,11,0,56,3,61,37,20,33,0
100,100,60,82,32,56,13,28,22,0,70,8,40,24,0,19,0
22,68,98,38,91,0,0,2,36,41,100,76,98,100,24,73,0
100,88,12,95,25,62,81,29,25,0,0,30,42,65,94,100,0
45,99,57,70,100,33,74,0,0,22,28,59,81,94,40,100,0
100,84,19,100,0,67,64,34,67,0,5,19,58,55,77,89,0
34,74,64,45,100,10,6,0,23,36,83,70,91,100,0,82,0
56,93,0,95,60,65,100,29,49,0,9,28,39,66,37,100,0
90,78,57,100,0,72,65,37,73,0,3,23,43,64,100,84,0
100,99,40,91,66,49,58,8,0,0,22,41,66,76,72,100,0
100,100,58,88,22,63,0,31,8,0,56,9,59,39,7,47,0
59,100,34,78,7,49,0,18,48,0,100,17,68,43,11,47,0
93,100,47,90,9,61,0,27,35,0,100,4,84,31,18,27,0
100,100,0,91,32,54,92,20,17,0,19,36,75,71,47,92,0
100,100,53,95,53,58,67,21,20,0,0,25,53,46,94,69,0
100,88,57,100,19,79,0,44,16,9,62,0,59,29,15,33,0
100,100,77,76,49,53,26,30,20,6,77,0,51,17,0,10,0
24,100,0,79,59,42,98,0,74,0,91,45,100,91,13,93,0
100,100,63,81,33,61,9,40,0,17,23,0,44,20,5,16,0
100,100,55,93,20,71,0,43,4,11,45,0,68,24,33,42,0
30,98,30,76,72,38,60,0,0,11,44,48,100,83,49,100,0
100,100,55,95,23,68,2,37,0,5,47,0,53,28,6,14,0
86,72,35,100,0,67,68,38,100,1,22,0,43,43,92,82,0
80,98,0,95,55,68,100,34,52,0,0,24,31,64,29,100,0
76,99,51,100,15,64,0,25,46,0,100,22,41,42,3,17,0
0,79,61,54,100,21,61,0,43,34,82,69,82,100,0,92,0
73,90,0,100,2,65,57,30,20,0,2,34,59,69,100,98,0
66,100,31,74,6,47,0,20,41,0,100,16,84,36,16,23,0
29,88,71,73,100,33,43,0,0,25,39,64,94,100,35,94,0
82,95,0,83,62,54,100,20,37,0,49,35,89,70,88,100,0
84,88,100,100,70,73,46,47,32,19,51,0,41,25,0,8,0
53,100,27,65,97,33,82,0,27,20,70,58,100,97,0,91,0
100,100,57,84,22,59,3,28,24,0,72,11,54,36,0,28,0
25,92,13,64,52,30,8,0,0,34,46,68,100,100,10,89,0
100,91,33,100,7,73,76,39,67,0,0,25,48,68,91,94,0
100,100,60,98,23,69,0,32,24,0,77,8,70,39,17,37,0
100,100,55,85,15,56,8,21,56,0,99,24,53,45,0,26,0
100,100,65,92,27,69,0,40,8,7,58,0,87,21,41,33,0
75,100,25,84,55,49,63,14,0,0,3,21,58,46,100,77,0
82,100,24,94,52,46,75,0,0,13,38,56,100,92,64,99,0
78,100,37,99,58,59,74,20,19,0,0,28,51,55,100,80,0
17,99,30,100,0,53,14,4,83,0,100,46,28,55,6,13,0
100,55,77,100,0,88,56,48,90,0,15,1,49,50,98,81,0
48,100,35,83,7,51,0,18,47,0,100,19,67,42,9,26,0
88,100,53,80,22,54,0,27,9,0,100,7,44,18,6,4,0
100,100,57,98,23,72,0,41,1,7,47,0,52,28,2,32,0
100,100,47,84,14,51,0,13,44,0,79,31,43,51,10,19,0
98,100,50,84,12,55,0,21,48,0,100,22,43,32,14,15,0
0,67,46,60,61,23,24,0,35,36,72,67,100,100,45,85,0
43,100,10,76,0,47,10,18,53,0,100,12,86,36,33,38,0
76,100,44,86,11,55,0,19,46,0,100,14,59,36,13,26,0
45,99,29,73,72,36,49,0,0,23,45,59,100,92,39,100,0
100,100,54,83,22,57,5,26,28,0,77,11,52,31,0,22,0
7,100,15,64,28,27,0,0,7,34,67,63,100,94,20,91,0
25,85,16,59,43,22,0,0,22,34,73,66,100,100,25,89,0
33,76,100,100,46,72,3,40,0,5,81,0,93,26,6,19,0
100,95,40,100,31,63,73,29,45,0,0,17,45,49,94,81,0
100,86,62,100,21,83,0,51,5,17,43,0,67,25,29,42,0
100,89,74,100,34,76,6,45,0,11,41,0,57,32,12,45,0
44,91,20,83,94,48,100,4,0,0,11,45,67,87,7,100,0
100,80,66,100,34,71,29,35,15,0,0,19,41,45,97,58,0
80,100,31,87,78,45,87,0,0,2,33,45,100,83,36,79,0
77,82,48,100,31,73,100,38,85,0,0,22,61,57,97,92,0
72,94,14,85,53,44,63,1,0,0,47,38,100,75,39,100,0
89,73,78,100,25,72,71,36,69,0,0,19,54,53,100,86,0
96,100,77,91,33,58,10,19,67,0,100,31,60,62,0,37,0
88,100,39,88,11,58,0,26,35,0,100,9,84,34,12,36,0
72,100,40,92,5,60,0,25,49,0,100,22,42,38,11,19,0
30,91,51,64,61,25,6,0,0,34,49,67,100,100,43,95,0
100,100,66,85,37,69,14,51,0,32,0,12,31,0,34,11,0
0,91,40,58,62,22,22,0,22,35,69,67,100,100,18,91,0
100,100,64,90,33,69,10,45,0,17,30,0,50,20,13,36,0
98,100,43,83,7,51,0,15,50,0,100,26,83,54,19,46,0
100,100,59,90,22,62,0,29,22,0,76,10,51,37,0,33,0
0,79,51,59,100,29,51,0,22,26,51,60,73,94,9,100,0
65,100,25,93,0,56,11,16,60,0,100,20,50,28,9,1,0
100,100,59,78,25,52,0,24,16,0,79,8,70,29,7,27,0
100,97,40,100,0,65,35,27,39,0,40,38,87,73,87,100,0
37,71,79,71,49,100,0,45,25,36,66,0,100,51,10,26,0
100,100,62,89,23,61,0,29,20,0,91,7,84,33,11,31,0
67,86,59,66,95,26,44,0,0,30,59,63,100,98,19,100,0
59,72,36,100,0,72,23,36,52,0,0,1,44,27,100,55,0
7,60,100,79,76,100,24,71,80,36,84,0,0,14,47,50,0
100,100,68,78,39,55,14,32,0,5,34,0,57,23,15,19,0
100,100,57,97,19,74,0,44,9,13,56,0,63,20,10,20,0
23,74,42,38,51,0,0,7,26,42,81,69,100,97,25,100,0
46,92,0,75,48,39,44,0,7,19,52,57,100,92,37,100,0
100,100,58,81,24,56,0,28,11,0,64,3,62,25,7,25,0
51,67,81,100,0,89,33,50,83,13,13,0,41,34,100,62,0
88,100,9,93,8,45,55,0,0,6,37,50,100,84,44,99,0
0,25,52,58,76,98,15,100,54,64,100,29,49,0,9,28,0
51,91,46,56,29,15,0,0,36,33,72,64,100,100,48,92,0
73,92,0,100,23,63,77,31,50,0,7,30,52,66,100,98,0
100,100,64,87,36,66,14,44,0,20,23,0,57,10,24,20,0
66,94,0,92,38,48,90,5,11,0,36,45,100,84,18,100,0
50,93,4,100,38,58,100,17,25,0,0,43,54,87,6,89,0
100,94,73,100,40,74,13,46,0,12,38,0,67,22,20,28,0
67,79,33,62,100,30,71,0,43,32,87,68,93,100,0,79,0
100,100,52,87,17,60,0,29,17,0,71,4,58,29,0,30,0
26,75,59,41,65,3,0,0,14,36,63,66,100,100,36,90,0
55,100,22,90,0,54,12,16,58,4,100,20,56,25,18,0,0
100,100,53,80,22,50,5,16,46,0,92,19,51,33,0,19,0
69,90,33,61,75,16,12,0,0,38,77,59,100,100,20,95,0
46,78,59,42,51,0,0,6,47,39,100,69,90,100,21,94,0
86,100,32,92,1,55,0,16,60,0,100,31,31,34,7,1,0
12,64,57,46,46,0,0,3,44,41,100,74,90,100,25,79,0
49,80,46,69,65,27,30,0,0,33,49,67,100,100,27,99,0
69,78,31,98,21,62,61,21,0,0,10,40,79,72,100,100,0
100,100,53,89,19,63,0,31,13,0,63,1,75,29,29,43,0
100,100,46,89,13,64,0,34,25,7,80,0,80,24,26,26,0
27,70,59,100,27,66,14,26,48,0,100,19,59,40,0,30,0
100,100,55,93,12,66,0,29,30,0,84,15,72,48,10,46,0
30,82,0,70,42,34,0,0,18,34,80,67,100,100,8,82,0
100,98,67,100,29,76,2,44,0,8,45,0,54,32,11,50,0
99,100,46,86,12,59,0,28,27,0,89,2,100,29,38,30,0
48,96,62,65,88,27,21,0,21,33,79,67,100,100,0,85,0
54,100,34,75,6,43,0,11,70,0,100,28,44,46,36,21,0
61,59,58,100,0,84,44,42,80,0,8,5,33,44,100,70,0
0,82,75,56,100,12,22,0,22,41,92,73,84,100,2,80,0
72,100,38,88,2,57,0,19,51,0,100,20,55,34,12,7,0
42,83,60,53,89,11,13,0,0,33,77,57,100,92,18,100,0
73,98,35,100,0,59,0,13,71,8,100,45,29,41,9,0,0
100,77,92,100,49,76,18,48,0,15,38,0,75,23,29,27,0
58,100,0,89,44,53,100,21,63,0,62,36,87,80,25,91,0
84,93,20,100,22,50,44,0,0,22,54,59,100,95,27,97,0
91,100,66,88,31,58,15,26,50,0,100,17,67,45,0,47,0
100,100,52,80,20,52,6,20,45,0,99,12,59,30,0,25,0
56,83,28,61,90,23,24,0,22,40,100,72,72,100,0,72,0
100,100,50,98,16,67,0,30,26,0,80,8,81,34,29,24,0
24,66,100,89,30,66,88,32,34,0,0,34,61,72,77,100,0
51,100,21,77,2,49,0,20,45,0,100,17,51,27,4,7,0
84,100,37,82,7,55,0,25,35,0,100,7,85,30,23,19,0
82,100,35,78,97,39,94,0,0,1,39,42,100,81,40,94,0
19,78,29,36,13,0,8,27,58,49,100,79,55,100,0,88,0
89,100,48,76,18,46,8,12,55,0,100,14,51,23,0,12,0
64,92,3,100,25,62,44,23,0,0,1,30,55,58,100,90,0
100,100,59,82,31,56,17,27,35,0,83,0,49,16,0,8,0
100,75,47,100,0,79,49,41,66,0,3,25,27,66,98,91,0
38,73,84,41,100,0,53,7,73,49,98,90,54,100,0,75,0
51,69,74,37,100,0,52,4,41,41,73,75,60,100,0,83,0
16,100,11,71,5,39,29,11,85,11,100,28,46,18,0,0,0
69,97,0,90,24,45,81,3,0,0,46,45,100,89,20,100,0
57,100,35,87,9,58,0,28,29,2,100,0,71,16,5,5,0
60,90,26,82,49,39,35,0,0,23,56,54,100,90,37,100,0
100,100,67,76,39,51,15,23,29,0,73,10,46,26,0,22,0
100,100,56,100,19,75,0,43,12,10,62,0,68,14,15,12,0
81,69,63,100,0,82,41,41,81,0,19,3,41,44,100,74,0
0,31,52,59,46,100,11,81,65,52,100,17,38,0,9,26,0
100,94,53,80,68,39,68,0,0,0,17,36,62,69,88,100,0
45,100,34,79,11,51,0,23,40,0,100,16,51,36,28,23,0
100,100,54,81,19,59,0,34,11,9,71,0,84,17,17,17,0
63,66,58,100,11,76,36,38,63,0,0,3,36,36,100,62,0
4,100,23,65,89,36,100,0,20,8,32,49,79,85,0,89,0
100,100,64,78,36,50,22,17,55,0,90,17,45,24,0,17,0
100,98,49,100,13,69,6,30,40,0,93,13,61,41,0,41,0
86,100,41,79,10,50,0,18,45,0,100,11,78,36,22,29,0
100,100,44,84,17,56,8,27,34,0,84,17,53,35,0,15,0
100,100,64,87,28,59,0,30,7,0,72,3,76,31,20,49,0
67,99,62,62,97,13,0,0,7,34,100,59,100,100,10,93,0
97,100,43,77,13,42,7,2,68,0,100,34,43,36,0,5,0
100,100,66,95,27,65,0,29,25,0,77,12,70,43,16,44,0
65,93,68,73,92,23,13,0,0,38,87,65,100,100,5,98,0
62,100,26,74,15,43,8,12,57,0,100,19,52,35,0,23,0
62,87,41,63,100,100,22,72,8,41,30,0,93,42,0,34,0
36,53,100,82,55,100,2,69,36,34,74,0,0,14,62,44,0
88,59,100,100,16,85,42,45,82,8,0,0,32,40,89,77,0
0,26,57,56,98,94,31,100,45,63,100,31,78,0,9,16,0
100,100,21,86,45,47,86,11,3,0,0,33,65,65,99,96,0
54,100,29,87,6,55,0,23,48,0,100,21,40,35,12,17,0
81,100,33,88,0,50,11,9,77,6,100,42,37,33,10,0,0
