"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","Y"
1434,2598,1137,679,1004,-5,-54,1602,497,-535,-121,1276,602,-1146,-1818,-292,-116,-468,674,672,1
1761,-831,91,1276,-578,1927,1379,1064,1152,-265,135,83,138,1027,-526,-221,-648,725,106,1075,1
1542,1191,-397,1636,1108,-548,1366,564,-1684,1664,608,218,692,199,637,1552,1646,-1313,744,856,1
-2564,102,2217,708,-148,1862,-1017,479,-157,-1542,2197,-1555,-1101,2466,-1319,1528,31,117,-947,-3497,0
-6366,108,-2336,456,974,-795,-467,-288,2006,-1182,1206,-273,894,-2293,1663,1285,-3524,-2792,-3132,826,0
-2962,3275,-2057,-1248,-2286,668,-1457,3311,1136,673,-95,1368,1939,-108,-273,-3707,994,714,-402,-1509,0
1223,1237,2321,-1632,-4777,528,-523,-567,1577,-257,117,-491,-1543,936,-4216,7,189,-1418,3,109,0
3233,1217,-1921,1401,-101,342,2249,-107,769,523,139,1104,-1602,1156,92,-1023,-1302,754,477,-224,1
528,183,1317,1049,1382,2927,82,2153,1401,1755,684,478,508,-2106,9,-1817,381,72,-305,-933,1
-258,-2747,-1134,3071,-2006,455,-646,-74,-2655,2197,1146,-3073,3023,1117,-231,-217,213,1115,1233,1297,0
5,1747,64,-876,-313,-615,-2681,-159,125,-279,-192,-1005,-957,-495,-257,-784,-2461,-178,455,1453,0
1754,1286,783,1532,-14,-606,-302,975,1398,902,704,-1227,902,595,625,2002,201,1584,1139,1464,1
684,17,833,1992,1579,-942,231,1132,155,-766,-22,-921,-178,581,1754,2052,623,-1676,6,721,1
-2747,523,392,-735,-3705,-827,-2467,-479,-2165,-1163,-473,-535,-4,-3468,4766,-2494,-2995,841,-283,-673,0
107,827,-721,-243,3564,-499,-3292,-1404,-915,68,-1924,318,-39,781,1708,-4926,-2424,2972,-182,232,0
-2248,2567,-2048,-3842,-2794,3629,715,1346,1794,-402,445,-1702,-3361,1357,1026,885,-1465,-564,-189,-682,0
2808,828,557,2096,653,455,128,1726,3,-57,549,276,606,-1437,1829,-134,-1481,1248,481,466,1
297,376,993,-756,536,-183,264,-486,-302,116,2183,4,749,463,1161,-116,1456,-938,221,372,1
545,-2099,892,2335,-3438,-1179,1476,283,521,2426,596,-107,-364,-2245,272,-873,-2288,69,1416,0,0
51,1265,1441,801,292,1195,882,1756,-928,528,509,2559,706,1059,576,53,993,627,2192,181,1
231,356,-74,-129,1082,101,859,-262,-272,256,-1511,-676,262,1366,-637,389,-1924,391,2686,-7,1
19,-316,2466,-9,-281,753,147,926,813,1578,-493,6,1352,798,677,1641,205,625,1739,102,1
1376,-4743,-2161,-2241,-827,-629,-847,2141,-793,2225,827,417,-435,421,-379,-3862,-39,-1927,1411,-339,0
-335,-164,971,-119,-1131,1085,2181,-5,1089,351,132,962,1869,361,1285,995,-238,91,-675,-1403,1
-898,185,1503,-954,-927,-45,1856,792,2098,405,-7,1711,1747,1554,414,72,815,-715,2576,1278,1
-35,-336,-572,658,184,1498,-1086,77,316,113,644,296,-635,1352,283,-724,37,961,1029,-771,1
-81,-296,1352,786,982,-142,84,1357,806,-1559,344,625,1718,1417,-621,-1415,58,-4033,-1868,-403,0
-1095,-1404,-566,606,-3914,-2509,2105,-905,1908,314,1007,-2991,5508,-228,1839,2448,-2312,3767,2897,735,0
741,322,95,408,-106,-183,-295,121,-79,1207,76,443,2276,-1029,92,1284,-102,1171,97,1594,1
-464,103,-4307,-861,-2692,2881,1745,-87,59,896,-934,-1837,948,871,-1581,-2027,2271,-9,-3762,-2837,0
185,1083,658,-58,-858,429,544,-713,561,1074,1445,19,-374,-275,301,1048,-296,-432,95,606,1
358,2224,446,-1356,-1087,2355,658,-1354,-3082,-2934,6,701,-177,-4156,-547,1907,-992,-1601,-624,388,0
461,77,-946,-23,1455,-607,523,-307,-1425,164,151,-2858,1164,481,457,2025,218,3056,-2451,-122,0
285,2634,1514,-1456,54,1288,-1207,-208,396,647,1726,309,136,1013,513,-772,-335,1218,1536,-194,1
81,-871,586,522,2038,681,1162,2005,-1267,-175,628,2706,-524,-1664,-173,2399,-2208,-2579,-971,-74,0
-553,-851,131,-2424,-3229,-1787,-2955,282,2432,-473,-2758,2693,-945,-3146,-1914,-1706,899,-4945,-878,-858,0
945,-766,144,-445,307,-1984,1317,125,1468,1042,1175,232,471,997,1276,1044,-497,1008,96,12,1
5561,-1264,188,-2538,2946,-1885,2727,-356,226,-404,-3124,1054,-77,-1924,8,2972,-516,-172,-398,1796,0
424,807,-62,927,83,1265,79,-1,556,713,-784,1016,2992,-435,-886,-928,3262,1272,-45,-627,1
1697,127,1063,96,3593,449,-22,1396,498,-1394,574,619,705,76,-116,768,-126,642,52,737,1
-1239,1977,-449,-3166,3718,-182,683,651,2211,172,63,-4708,-4631,1218,2461,1552,-3084,1796,-3145,-38,0
1026,749,-811,833,1636,722,749,1099,-648,175,815,543,2068,424,482,1068,2008,-392,818,-739,1
-602,-1055,-206,895,989,-209,611,1087,805,318,286,1832,-314,-1232,-222,209,-309,-344,354,-1037,1
-2672,-225,-588,556,139,-1487,-1276,2844,876,-217,2106,375,3432,-1987,-1439,-1226,61,1012,167,-1181,0
421,281,1786,232,84,-9,97,1226,354,696,2066,132,1186,14,647,-6,-1739,-515,2528,1107,1
-1944,-1242,11,1551,3663,-914,248,812,1506,1899,-51,369,-1188,-786,-1879,-1314,1554,-4244,1313,1662,0
-1835,255,108,-1639,6091,-1529,-2889,-1854,-5894,1318,-722,-2049,-28,4295,2224,-1089,1233,2079,-1476,-1476,0
423,42,-3828,-1422,62,1721,-2956,-372,-4312,-516,252,-2654,1448,1755,-732,1432,-1363,1467,-2101,1047,0
-504,-3014,4068,73,1205,-417,2502,57,579,1988,-11,1357,-765,2073,-1479,797,1816,-207,-781,-1734,0
1354,-898,1999,-2152,-1781,-6325,4025,-1847,-2768,842,-143,-3813,-1644,436,602,-39,-1558,-2177,-4448,741,0
246,1429,1119,196,-1519,-1177,66,905,-47,-1978,368,-1872,104,-2335,1364,-89,-385,-127,821,1226,0
1194,-1886,-347,178,-61,-99,684,316,-253,21,-1133,-122,853,-618,-2449,1202,-534,-2473,-46,4812,0
1969,3787,4714,984,1368,-1216,1823,986,1172,164,-386,2776,3262,-344,-203,408,2319,-1138,-2252,4655,0
752,307,-664,-3029,-579,449,2296,1223,-432,-837,1967,812,-34,1415,644,343,348,1627,-1226,1641,1
1011,-65,-851,307,1077,1961,2262,238,-1469,1097,847,876,-436,2321,264,1308,1911,272,282,1836,1
-3142,1803,709,-579,-1087,5408,279,-519,-281,-253,-964,148,2004,-2851,2371,19,1926,-238,487,-1513,0
-753,96,1932,553,1354,-122,1895,666,151,25,493,1576,1422,-331,-404,618,2043,-1497,116,2081,1
138,96,323,-2286,-1859,1652,256,-23,-416,-1925,-1498,-2215,128,-12,282,2958,3639,-248,1125,1997,0
-2261,824,99,164,714,-499,15,1929,1806,124,707,-128,478,264,919,-19,-978,1762,239,-936,1
1393,674,-87,33,947,137,1165,645,458,1876,-485,-5,-184,-192,164,1122,268,1459,1106,-102,1
-313,-865,-1063,909,699,3269,1326,1541,-2858,534,998,-1853,-2059,-2168,-1215,-202,409,72,1564,-976,0
-1605,1071,426,2133,-1848,-2165,2312,139,1168,-1161,323,2737,1779,3826,-3415,387,-705,785,3098,1109,0
88,208,794,-194,1402,309,-1224,1235,1554,-108,-91,1066,-1132,-382,-1096,166,-1646,2325,65,2127,1
2102,-1433,2723,124,-2235,2481,1676,482,168,519,-1282,386,122,1035,-682,85,-765,1223,-671,94,0
4378,14,-486,-1892,207,62,1575,85,-4371,927,2697,-89,-7,1537,827,49,-177,191,-3858,-1704,0
-478,-1088,559,433,469,408,833,545,1498,984,-57,1407,1712,1059,56,888,-509,-686,-751,43,1
-1166,-1156,1512,-1052,1889,3139,1661,2824,-879,-908,-1295,427,-6,2088,447,-399,-1622,-296,46,1673,0
4,494,-941,1648,-156,149,2211,127,12,43,-1598,1192,-774,-386,57,-147,1021,934,-254,1046,1
238,-881,-2495,-2238,6201,-3164,1566,-699,-1558,-237,2078,-4,-1499,1578,-305,-362,1662,-43,1055,-2411,0
-529,1766,-2621,-607,3617,3345,182,-2642,905,1831,-2969,1774,1668,-1908,1186,-2626,508,145,-1713,854,0
-1712,-374,-779,-241,3166,-1269,-3688,473,-1372,-913,-616,284,-491,421,149,3463,-2011,-101,901,-1549,0
1628,64,887,1049,905,559,801,998,171,418,-1479,134,705,1422,1233,524,1082,-8,13,7,1
606,347,-1255,1202,1467,2496,52,302,1049,-296,484,1042,-366,643,1641,524,-245,747,407,-511,1
-2402,-2949,2172,118,-1829,2134,-438,-1905,386,-527,-1446,1261,-78,-719,-3641,-654,3014,-144,1023,2185,0
2946,768,-696,2126,998,1007,1072,-2,1538,-1898,-44,63,1674,1607,394,2317,-19,-1001,215,1097,1
129,1253,5236,-3998,-1855,2947,454,75,-1291,3165,3251,126,118,-3238,-505,1352,-1648,-962,-1267,209,0
-3357,1564,-2065,-114,-1261,-91,562,84,-958,-3451,23,22,-1254,-16,-1989,14,-2144,2339,295,1312,0
-337,-763,-602,-16,254,-3752,498,-2043,-155,-202,1783,1776,-3111,1684,-2339,142,2387,2128,-768,-2383,0
-45,14,576,1681,-154,776,533,695,782,316,-42,57,824,45,88,-564,1947,1874,1317,1251,1
2995,899,-342,-4255,-1209,-347,-1686,-2064,-236,709,-491,-155,-239,-983,851,4215,-336,166,-2605,-683,0
147,12,174,4,718,-1203,642,-56,-542,143,-602,798,-94,858,14,-843,-1806,381,242,1398,1
-249,-2741,-345,-545,2372,-1421,1438,-2819,1624,28,-118,637,1842,-1773,1424,129,815,1574,-331,-4198,0
1905,4402,-1754,-387,708,51,-939,-921,1283,-1769,533,1926,2669,48,1236,-11,386,-2489,3848,-1763,0
-319,212,518,905,-1222,-689,-327,48,-749,454,446,477,485,-186,-1254,113,2003,838,506,618,1
-457,1093,125,-28,751,553,-1343,643,79,236,496,305,-483,897,61,-902,-219,-1372,-125,1838,1
502,1598,-1184,122,54,1946,-1078,-1888,2045,248,-84,2427,1912,-1417,1452,-89,905,-982,-406,768,1
97,1552,262,-942,657,1094,785,-446,371,-1137,-1,2228,22,9,-475,-66,22,26,-375,494,1
-34,-1,-2,-229,787,1289,488,293,2133,428,-1337,85,411,304,1826,372,-543,6,-1828,-297,1
792,-943,26,-924,1238,-2325,1647,1144,254,174,-1042,-2729,3106,917,-1711,-2616,301,-1263,-1252,2166,0
-799,684,-883,2481,196,166,967,-29,2041,-855,15,83,-1606,646,-383,-436,593,2161,853,904,1
-1323,-426,205,59,-1154,-549,234,224,-81,454,-556,236,-832,481,-554,1549,1917,716,29,143,1
816,547,-534,-189,-267,336,652,397,1842,-1236,-671,129,481,875,1173,811,211,22,133,-394,1
375,329,1078,842,1992,1162,2471,816,-702,1402,2634,-82,-69,1019,768,67,1354,-74,1398,-412,1
-1676,-2686,-845,2485,-2438,-884,-2239,-224,-2321,-582,103,-2758,-2834,672,273,-6479,-171,446,-1439,-2136,0
1738,-981,99,31,1576,792,594,131,1605,-349,-1206,-229,445,513,-1303,-1569,1887,-71,75,486,1
175,-1454,-2092,-2098,-1916,44,-129,-911,1407,-171,-248,-618,-2558,-201,-1835,344,233,2844,-262,2274,0
136,14,3399,208,1285,213,-998,1055,1225,893,818,1029,1387,222,-476,776,524,3573,-323,1266,1
-2403,237,-5186,-338,-1375,-2186,-2618,48,-3215,1262,-2314,2526,-385,-2889,1643,-248,155,-214,1642,-1318,0
-149,85,-718,-72,-504,43,-889,1659,1555,-105,-968,2136,1258,-1692,1413,-143,1928,164,899,67,1
747,-1572,-1177,389,1378,-413,-1854,-987,207,-389,367,-1225,11,-2783,-1421,-1624,-1734,1108,-1405,-2187,0
174,-424,685,1392,104,-1177,-1571,-1432,-5,1925,872,-3065,-849,1918,-146,-1228,-1745,-2782,2379,2324,0
-245,-478,-1502,-1414,715,-1926,1532,474,-1243,1361,-3838,2179,1307,-3695,2213,2028,1657,-525,1168,828,0
-5127,297,-1804,858,2971,-1927,-2193,1784,1183,582,101,-259,259,-2082,1723,36,-285,-1435,-3956,697,0
-1122,1052,106,298,-1633,-336,1594,234,1861,362,-195,65,819,612,867,494,-671,774,93,-984,1
-298,1956,758,1447,-267,429,228,478,1566,932,1666,1043,1013,4017,-213,-842,35,-1231,988,-1031,1
566,1309,212,2934,-2148,-88,1436,-274,3236,1795,1022,-6406,-559,-77,-584,186,-3186,-2629,473,1717,0
2038,-384,-246,446,192,1109,-223,-1727,287,-1102,-154,244,-878,646,178,1476,1179,1442,-608,514,1
577,-843,657,137,3211,704,1825,1208,-41,888,1129,536,-662,1263,655,488,-31,606,1247,86,1
-2409,2604,-1876,319,-1102,434,1689,-1902,1922,565,-1617,-259,723,1874,-3205,-587,-2514,3268,1442,-2704,0
131,38,-202,1941,1753,1028,53,-23,498,1081,-57,-698,563,521,59,1422,552,1176,-136,154,1
-445,1043,-2733,681,-1482,1534,-1955,-1655,-1141,-19,-944,-808,142,711,-1176,-836,1048,1911,2548,251,0
129,1604,1274,-165,-133,1595,557,132,26,-383,-119,491,-1047,285,-288,514,1231,176,-714,74,1
18,47,-2758,865,662,708,557,924,316,689,-966,123,564,151,278,771,-101,-315,-243,1011,1
292,1906,209,-524,-357,2202,2291,347,279,126,1609,148,1279,1245,1024,1026,782,792,601,122,1
2745,-255,-4267,1904,-644,-25,581,3171,-93,-522,218,-152,-1895,-201,-3122,-1732,1961,1832,-504,1212,0
43,66,138,-1822,1358,2384,1356,1893,-552,604,786,2262,-288,1861,513,1608,121,-339,-202,-102,1
243,-138,1295,1786,-467,-232,1343,2356,1043,-1628,97,1252,2486,-1884,1053,-109,968,1107,2948,1516,1
963,534,12,862,-876,1022,-698,859,326,-274,-316,-1312,-14,218,2285,1744,769,219,-637,3,1
1424,1425,-818,-1576,-7,195,254,-518,-7,533,1182,1059,903,-424,108,435,3095,1305,1862,25,1
1136,23,-37,194,-433,523,1098,3184,-314,773,-1017,1688,387,-302,-279,-982,162,1442,-1378,767,1
26,1181,44,103,-983,739,-863,-575,-195,-518,-153,2227,2,-1,1086,191,-749,1904,9,51,1
216,1222,-535,-1108,46,251,1174,-556,1707,409,-1435,-464,1074,218,-954,-481,1054,-605,2022,-38,1
-139,2285,374,602,284,1258,-312,-425,1402,-725,11,-627,-1482,83,649,-298,1192,985,678,439,1
1591,-1886,-182,-3093,-2249,193,1642,-179,-2052,1323,2246,1843,-2705,2396,1483,183,1602,-3768,-251,-2334,0
-13,-997,-1574,11,1159,1403,-341,-1723,-2426,2829,-761,-4694,1065,-2261,455,1049,-3824,-1479,492,2773,0
517,1282,-289,-105,1728,95,434,1531,332,57,-449,3066,1627,2347,765,1867,1651,1544,477,121,1
1481,2128,1074,-858,-5019,2639,4337,-347,-1003,-139,-954,-57,-656,-446,-1931,459,-2378,898,-2496,1906,0
-734,-3468,2302,-288,38,-1308,1389,198,3119,-36,305,-2121,2133,2528,231,1135,-524,-2612,3766,1119,0
-919,-54,1182,1657,216,5712,698,2739,-2051,206,1228,-2196,-9,-1785,-2203,-1301,179,-103,-137,85,0
1276,1234,134,-1078,572,71,-272,484,732,238,204,-74,963,21,-1054,1526,177,242,468,-158,1
611,594,1893,333,352,2947,2385,-4488,-1413,-1325,2403,-1932,1013,3263,-299,1193,-1653,527,4306,169,0
-648,-663,-1611,1374,663,-368,506,-6007,-1091,1188,-374,-2896,-2569,-2341,-626,-2805,-66,-1081,-1004,-1699,0
985,-2357,-2504,-2283,537,-3425,1329,483,-397,-1375,2024,2474,-945,849,723,-917,1379,-496,2338,1561,0
2477,-1972,29,-2343,1737,-997,518,-4095,-2653,-1201,-856,-3088,-3,-4489,-381,581,-2607,5262,961,1505,0
-125,-2171,912,4045,-817,-3156,372,-589,1979,-352,-666,192,-75,-8,738,3288,338,1581,-1482,916,0
-56,-45,112,-864,-126,762,1186,-28,1438,-483,215,836,564,-55,-104,337,-58,28,371,-824,1
-36,359,846,-1078,659,233,1036,637,312,1416,1427,504,-7,-428,538,-891,852,627,-1252,978,1
-28,-1211,-2721,471,-2772,-3253,227,-1106,2148,-757,94,5931,1634,-2365,457,211,4161,365,-2393,77,0
-2721,3578,1101,2397,1167,-1872,275,1038,-237,-1815,-46,2909,-1015,-931,1741,4811,-2854,-2579,-1836,818,0
-15,1292,-263,-1701,2175,-349,93,469,976,-247,-376,-42,106,529,-265,2051,626,-123,-716,73,1
184,-384,-199,1784,-1204,46,-1883,-2275,43,-93,-1526,3732,249,-5922,4497,218,-3047,-1457,2362,1913,0
-1905,726,624,-724,1122,1404,889,-526,128,-3426,359,2147,-1906,3104,2727,1959,1354,-1122,-1323,1925,0
-1634,182,3191,67,1739,-174,-664,1408,-364,-1146,-968,92,621,-1851,-37,37,282,-55,213,209,1
2062,435,1804,293,1616,778,643,784,2706,946,948,189,2744,13,88,67,-47,147,748,298,1
-1562,-2876,-288,417,-472,295,-108,1269,79,-1948,2922,231,-1157,2419,1356,-2562,-453,2002,4778,-1444,0
1314,-1241,-264,1116,779,124,1756,-155,2542,2926,-6,-495,1886,1113,-175,562,1108,683,1274,-827,1
-397,-3718,-284,14,433,-472,-3044,2451,3918,182,-2401,3264,178,-1032,-517,-553,331,-879,-1256,1314,0
714,-1674,72,-161,-866,322,-2,1798,1221,586,186,414,-407,-547,-927,634,1169,369,-245,409,1
1648,-69,617,484,1117,1103,348,1074,915,1122,-553,1875,129,76,2025,-525,576,253,226,72,1
3588,-3033,2352,184,385,-1,272,707,-2785,-307,11,1298,-1784,2215,85,-97,2205,148,-817,2847,0
-1458,-84,238,14,2842,-656,1066,-877,111,-1557,-1274,1887,407,54,-329,1737,-1384,798,786,2561,1
-614,4836,2766,887,407,-1928,2923,-382,1413,-568,-2957,61,303,296,-564,-1195,746,1615,-305,384,0
2,-576,-37,99,-28,-76,894,471,-356,-33,1484,144,2333,-225,1335,-1038,72,-162,-544,-1247,1
-324,488,-1252,-675,1858,243,1608,7,-919,106,2427,-1231,-554,1026,-4,-1248,-539,1461,1275,2416,0
-588,642,608,2298,325,335,-295,371,2181,932,989,628,1003,374,285,144,1748,313,-481,702,1
988,-1011,1283,628,-677,1674,22,2453,1969,455,673,1853,183,71,84,5,93,124,1087,-1437,1
-247,-2015,-1175,-572,-593,9,164,2663,15,253,-508,-14,887,752,-137,-1374,-803,915,623,211,1
-781,1212,-826,1045,15,1445,316,-412,1263,38,966,-745,-1006,982,1673,878,-984,-149,366,1877,1
3631,2336,-958,-18,-2074,-2237,426,277,-66,-19,113,1358,1351,-3164,2787,-24,2912,228,-219,-1729,0
-335,1425,18,1511,1544,1904,818,823,-178,35,-1546,-836,-217,-731,578,618,79,1758,-314,-746,1
712,-42,2133,-775,-915,514,-128,1114,97,618,1179,-84,36,-9,-1026,875,789,779,-139,707,1
-2658,-31,-461,-2613,-1339,2516,77,-1118,-3302,-2236,-695,-2848,-2222,2863,336,-101,-856,2487,484,-1307,0
883,-789,-755,245,632,-836,-97,45,-433,-2866,-641,29,-379,2656,2075,-3775,42,805,-1436,149,0
379,1719,333,-127,-537,-3178,-715,96,-242,2557,-2216,1103,3125,81,221,-1519,1214,97,135,946,0
-247,3592,-2776,-592,-4348,2133,-219,-1827,-1535,-613,1864,8,-1479,-2436,-2717,298,-3,-94,2731,-424,0
3454,-233,-3816,-1474,1187,506,1583,1083,1748,-2764,714,-1285,-1058,-1118,1505,1734,265,-776,3229,206,0
1445,2436,738,-1259,2821,309,-26,512,12,-2341,-583,5468,-1968,-515,-673,2667,3213,-4261,-2022,-716,0
1197,2009,-895,1463,607,1274,135,341,2867,657,746,1541,-845,-601,272,2414,174,2049,-1227,52,1
-67,1726,-437,1103,35,97,-1384,-689,623,331,-375,88,1216,802,1453,-257,124,-1012,1008,907,1
-18,-147,-92,-203,1022,1168,105,624,657,-168,171,309,641,-1415,-226,1102,2532,-559,-634,827,1
105,-253,1584,343,-545,-42,1933,701,2003,-861,2071,1248,-43,-332,641,-51,305,441,-366,138,1
-21,-1442,-785,-452,-323,-71,137,-163,-512,207,-879,-225,-348,1414,-216,2338,-612,73,172,554,1
-38,1023,1726,938,17,853,-1113,-566,-269,-436,379,256,736,-58,1568,957,-5,475,295,1298,1
-93,2505,2343,922,2474,1212,111,806,-707,2239,149,768,1987,1372,1875,25,247,-106,1663,48,1
2828,-1928,265,2835,6184,1763,2116,-316,3619,207,-2593,2178,-1445,2171,29,-242,-684,2762,978,1357,0
-1456,-85,2446,1144,-122,-3355,254,-1041,-227,12,-2061,-2429,584,-733,374,767,1685,1748,843,-1214,0
-374,729,1171,71,1159,-762,1421,-272,-1531,-1083,-2803,55,-346,-1203,2688,256,1529,-2671,622,844,0
7,-2148,-1409,-57,1857,-957,814,771,-93,-105,1238,856,734,2075,3566,-1868,-856,466,1327,-42,1
-1686,3165,1098,249,3502,1879,453,1953,66,2014,2015,-1937,193,-1195,-982,-1143,1314,-3793,-186,-219,0
-231,379,-378,-923,-113,1078,554,929,1106,-1228,1792,1182,162,1489,76,1488,-688,2293,442,1745,1
1673,-1507,1112,-805,-344,2121,78,-11,572,1694,-738,1378,1093,-109,-1771,132,1701,-975,1815,-748,1
218,-421,418,2137,1867,457,-43,2356,-407,-386,521,-76,1259,-426,-1393,1093,769,-116,264,272,1
-1664,296,766,-178,1996,692,486,1018,1413,-635,1457,-4131,118,-2726,1296,2312,-1238,-4,-2797,-4108,0
-1749,276,-3467,872,3224,-2241,2314,-1182,-2039,1892,-265,-2116,946,1374,302,-78,2947,-3093,-3603,2077,0
284,512,-2672,-1234,393,4772,-2808,268,-625,1198,307,-1972,-1291,-2369,-2707,348,1623,-4638,-136,562,0
1298,-2,-52,996,556,2028,-77,879,-236,-928,518,466,702,-1128,-193,-1584,1364,18,497,-158,1
1417,1269,-829,2209,-25,-461,759,-3321,2449,2699,486,1024,-1312,-67,2079,1382,-4751,-53,-1274,75,0
-1051,839,1595,613,1536,403,577,1157,361,2213,38,-1028,55,1292,466,791,512,473,3142,1234,1
632,-61,46,-133,-1287,1476,438,2146,849,176,844,19,-332,775,-129,245,909,-56,171,368,1
996,-21,1697,-72,-213,302,-19,1813,1483,298,-811,236,-2252,863,29,-974,-3104,-1947,518,165,0
-835,1253,59,86,406,6,1081,-455,264,-414,871,262,323,-74,951,-394,1198,-47,1635,85,1
-4396,-1819,2496,-496,1254,331,-1413,68,2006,65,-64,-1065,1054,2816,-724,1906,273,116,-379,-1303,0
-655,1566,-1506,1008,2283,2825,3986,-1375,-2231,2179,1568,-1555,-1048,2022,-1451,-1661,-68,353,834,1354,0
1446,123,-59,1536,1472,589,-519,-21,-771,-476,1008,1101,-63,711,102,606,896,1103,-242,247,1
4302,-2002,4864,781,-1975,-2929,-1841,-3646,-1118,-931,-1426,96,-1396,339,-1143,-2244,2706,-76,-2705,2152,0
2114,1103,1162,1333,1235,578,1124,1039,281,451,842,1688,1197,914,1004,-93,311,-102,42,-822,1
826,744,-889,634,2608,112,137,1724,648,1,1908,1142,696,1052,-3,562,17,-443,-79,1789,1
1136,-3274,-707,-1107,-2041,-2353,6007,1352,-3025,3948,-466,-1693,4537,-429,147,-127,-788,43,-191,-385,0
-1422,-415,454,2086,2722,-5,-1955,-153,-1284,1691,-83,-1155,2236,41,28,237,2811,1584,86,-45,1
-1698,694,517,-842,-608,1532,-218,1839,22,123,778,897,656,529,-1012,-54,-696,151,1256,248,1
1333,231,-139,3818,1273,2014,-456,334,978,-74,3,2071,762,-928,946,1323,-598,1255,-491,-892,1
1129,-1494,1464,328,-2011,-126,1465,217,-4453,502,2207,-202,313,1606,-1378,96,-3246,698,-839,1601,0
56,-984,1841,139,-54,229,1756,1399,574,-1272,1952,-519,735,-136,124,-85,843,1381,586,16,1
422,785,-412,31,-829,-3374,887,-365,-1562,1367,-903,4054,516,62,-1423,-651,-3646,294,-1527,1478,0
1689,41,813,-137,13,245,-796,-578,-198,3402,1184,-2485,724,1528,213,5015,401,41,832,4429,0
-1146,-978,-2062,-1082,-5,-454,-333,-775,176,1867,-3771,2392,-187,-522,1103,-1301,1567,-36,-1457,-3431,0
-619,2454,417,-2366,546,-253,3019,49,1565,1549,-33,128,-432,113,-1194,-1979,-203,-1099,-568,-1514,0
-1137,1028,-1029,-17,-1067,-144,-658,-203,1132,-137,1299,-987,-2051,-1897,-1255,-1028,-209,54,812,-527,1
959,1792,-674,-3372,1168,2849,28,-1173,-597,-2175,-341,2993,-1783,1922,-856,-2766,-89,-151,355,-1966,0
-245,-455,1778,644,367,244,1212,-59,1369,91,0,-917,-1969,-32,1142,1392,1575,36,2681,-147,1
-346,-1,-102,388,-1186,-1169,1026,389,-121,219,1212,151,1347,1864,364,324,515,671,2342,318,1
-5093,459,625,-994,1535,-1404,2496,1271,-1306,2867,417,2027,-2257,1865,-593,-336,429,-3333,2527,-508,0
1811,-634,1882,2404,-1989,1678,-1038,-3797,111,-1254,107,2349,826,3755,4405,137,-2498,-2523,654,-2187,0
1589,-111,596,-267,1647,-384,-408,895,802,-88,-114,502,-8,1119,1345,-86,85,176,742,653,1
1857,504,383,296,1624,552,822,545,-732,1272,824,695,176,-477,-252,1606,-874,402,1335,657,1
1983,3962,-3315,-2244,201,1266,-1392,-1112,978,-3539,1081,1969,1647,-5215,-1092,-23,-1268,-178,-436,547,0
-1038,-2003,1181,286,-638,1594,1513,644,856,-364,1248,122,54,416,1175,512,377,-942,984,49,1
-46,-2129,-22,-3838,156,-409,1758,-1466,-474,-1047,2406,-3098,1984,-374,994,62,3752,41,-1008,-4154,0
151,1311,-1124,-171,1029,1107,-221,-14,316,25,897,596,-31,-2439,82,739,98,879,21,885,1
682,1559,-179,-65,574,245,-156,-123,-208,8,-797,-11,-126,-1849,-583,1752,1471,-429,-98,-906,1
633,-481,1217,-1003,695,1111,97,1036,137,719,1603,-17,147,238,112,2278,305,-236,477,-165,1
1071,2025,-2013,1541,572,-6,2287,-274,195,2825,938,-1634,-1068,2312,-4302,172,-117,1346,323,5,0
697,1504,-78,1909,702,-224,2433,-91,-444,1774,97,-142,-2134,559,127,1154,79,1974,-27,985,1
-352,-1023,707,-1148,1428,472,3,1838,2228,591,-536,-126,1229,-92,-739,-181,-122,864,6,621,1
1478,2577,-979,2315,538,102,2094,653,-1298,-313,282,-1462,-3378,-345,-205,1149,-242,376,3452,-1408,0
1545,351,123,1276,-1526,1146,1595,-348,387,1854,168,741,546,151,45,-707,18,-678,1964,-94,1
269,2342,1961,-106,-1237,-298,-211,2847,583,42,829,-1549,-182,-39,-1584,-698,2272,1177,-8,1293,1
-1244,72,1096,704,-1184,-295,107,1295,2014,224,567,-58,255,-38,-726,1662,-156,603,182,1068,1
34,445,-69,-449,208,-729,903,-397,578,961,-1607,768,17,56,-322,709,3157,106,252,-2342,1
933,3321,586,229,88,815,1294,467,332,1375,-54,329,1208,3296,493,134,-1233,-193,348,1161,1
1943,1408,-756,-546,608,1345,-1739,608,1992,1084,857,824,-104,1202,258,899,-99,-56,1324,885,1
901,-474,243,1596,124,-567,153,311,-371,-875,1087,-1276,-924,1086,1155,1063,584,82,325,1092,1
268,33,-548,1997,-1709,338,-572,594,1136,1509,-1884,732,1072,124,821,129,407,-64,978,-332,1
-2647,-1854,956,2036,-2072,2485,-3451,1479,-2978,-3381,-62,-877,42,1549,1899,-1907,-2286,-2534,-993,-161,0
-1566,-1903,462,-12,-1225,-4019,-785,-28,-1692,-2793,2119,5043,-728,-2238,-1238,-974,422,-1504,1324,-1729,0
-2746,1821,-152,57,-323,327,-1224,1288,-3689,4674,8,2084,1002,1518,-14,1641,188,-2184,-1896,-367,0
