"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","Y"
5057,"71","96","32","100","0","58","5","15","71","1","100","42","30","41","10","0","0"
5094,"32","85","67","55","95","10","4","0","12","40","95","71","100","100","0","87","0"
5108,"96","100","44","85","14","53","7","18","57","0","100","19","57","40","0","28","0"
5111,"59","100","20","78","0","46","8","13","66","0","100","23","46","36","14","14","0"
5122,"29","100","20","62","100","96","15","96","14","51","25","0","90","47","0","44","0"
5133,"79","100","42","81","10","54","0","26","24","0","100","5","88","31","8","40","0"
5134,"100","100","69","89","46","60","27","30","32","0","68","18","40","35","0","18","0"
5141,"18","68","50","54","100","19","30","0","24","35","84","68","90","100","0","84","0"
5151,"53","100","26","69","9","34","18","0","79","2","100","32","38","28","0","1","0"
5156,"75","77","41","100","19","68","65","36","59","0","0","5","43","38","100","66","0"
5164,"69","91","10","95","34","46","50","0","0","23","62","50","100","87","36","100","0"
5165,"0","71","64","52","100","16","34","0","21","36","69","68","80","100","8","93","0"
5189,"76","81","25","100","35","64","94","31","75","0","0","22","28","58","100","88","0"
5210,"100","100","56","80","23","54","0","25","19","0","77","5","70","22","11","16","0"
5211,"56","66","100","94","44","100","35","64","63","29","37","0","0","22","42","54","0"
5212,"86","100","39","87","12","57","0","26","31","0","100","8","61","21","2","6","0"
5214,"100","100","61","84","24","57","0","26","25","0","80","13","62","40","13","33","0"
5216,"49","100","17","71","0","39","11","7","66","0","100","24","48","33","21","8","0"
5223,"100","100","52","87","19","61","0","30","12","0","63","4","49","24","0","14","0"
5225,"31","74","62","37","55","0","0","17","46","49","100","78","83","100","34","72","0"
5228,"100","100","55","81","24","50","9","15","54","0","87","24","43","41","0","31","0"
5234,"22","100","8","72","0","41","5","10","57","0","100","21","51","33","6","13","0"
5244,"100","100","54","80","24","55","0","28","0","0","57","1","61","22","0","15","0"
5251,"92","100","8","87","54","50","100","15","0","0","5","37","64","73","48","99","0"
5279,"100","100","70","81","38","56","14","27","32","0","86","7","53","22","0","16","0"
5288,"75","100","31","90","3","59","0","25","39","0","100","14","75","39","11","29","0"
5289,"90","82","4","94","44","49","62","0","0","7","49","50","100","92","21","100","0"
5293,"62","83","27","69","70","26","47","0","0","34","63","66","100","98","19","100","0"
5299,"76","81","0","82","57","42","91","0","19","17","78","57","100","100","20","84","0"
5301,"54","82","26","63","100","76","28","100","61","50","0","36","49","0","55","54","0"
5303,"89","79","48","100","21","71","51","34","40","0","0","18","49","47","100","77","0"
5306,"98","76","59","100","16","76","74","42","77","0","0","9","31","48","100","76","0"
5327,"100","100","64","81","39","55","24","26","37","0","76","11","41","24","0","10","0"
5334,"51","100","24","83","6","54","0","25","31","0","100","15","57","32","10","11","0"
5357,"100","100","48","87","13","55","4","19","50","0","94","25","49","38","0","15","0"
5363,"59","84","20","66","59","29","15","0","0","36","58","66","100","100","24","92","0"
5368,"100","94","76","100","44","82","18","59","0","29","6","0","41","7","22","25","0"
5377,"27","50","66","35","46","0","7","31","46","68","100","100","41","100","0","64","0"
5385,"49","62","71","100","100","81","83","39","57","1","78","0","51","33","0","49","0"
5393,"82","83","39","100","10","64","71","33","72","0","0","10","42","48","100","82","0"
5401,"14","70","58","36","28","0","0","30","48","66","100","100","46","95","22","55","0"
5402,"68","90","62","80","100","34","54","0","0","21","55","58","97","100","29","96","0"
5403,"68","100","23","78","2","51","0","24","32","0","100","8","85","30","15","24","0"
5409,"100","100","41","92","20","60","38","24","0","0","0","24","47","48","97","71","0"
5419,"85","100","71","100","25","68","0","32","31","0","100","16","78","49","7","67","0"
5420,"51","100","23","74","7","34","35","0","99","6","100","34","34","31","0","1","0"
5422,"100","100","67","86","26","60","0","31","16","0","71","7","65","36","5","48","0"
5438,"89","100","52","74","30","43","19","11","63","0","100","23","56","44","0","41","0"
5442,"100","93","47","100","7","70","43","32","27","0","0","32","36","70","83","100","0"
5446,"31","87","22","49","83","100","0","74","45","67","23","0","100","37","15","38","0"
5447,"89","100","42","84","12","53","7","20","60","0","100","20","50","38","0","19","0"
5455,"1","74","23","100","83","87","75","42","49","0","100","2","55","34","0","64","0"
5467,"80","96","24","100","33","61","49","21","11","0","0","36","48","63","100","89","0"
5471,"46","100","12","72","0","38","14","5","63","0","100","25","54","42","1","33","0"
5473,"32","63","76","31","50","0","0","14","50","44","100","73","78","100","24","75","0"
5475,"55","100","33","72","18","44","19","15","70","0","100","20","40","23","0","1","0"
5476,"86","98","19","85","47","41","74","0","0","10","42","49","100","84","51","100","0"
5480,"85","100","68","99","19","70","0","33","27","0","100","8","87","42","19","59","0"
5484,"42","78","56","78","100","38","50","0","8","20","58","60","94","100","0","89","0"
5486,"46","100","31","86","5","56","0","24","35","0","91","1","100","28","47","32","0"
5503,"100","88","47","100","28","62","74","27","55","0","0","19","32","60","86","88","0"
5505,"55","100","23","73","0","41","4","7","55","0","100","19","68","36","31","15","0"
5519,"3","83","47","67","51","25","0","0","11","37","65","69","100","100","21","92","0"
5521,"0","63","56","35","98","0","41","1","62","39","100","74","69","100","10","74","0"
5530,"73","78","30","100","0","70","75","39","92","0","21","21","75","60","100","88","0"
5532,"83","100","72","85","28","56","0","22","51","0","100","16","46","37","29","11","0"
5539,"100","100","82","92","46","70","16","44","0","15","36","0","60","20","12","32","0"
5541,"100","100","78","96","32","66","0","33","11","0","89","11","85","35","3","24","0"
5555,"40","100","0","75","73","40","81","0","1","9","54","51","100","93","15","98","0"
5577,"100","100","90","96","45","71","14","43","16","12","78","0","72","16","0","18","0"
5579,"100","100","44","89","11","61","0","30","23","0","84","1","88","28","28","29","0"
5585,"88","100","49","85","12","52","0","13","55","0","100","26","42","35","12","5","0"
5605,"90","100","0","86","42","44","53","0","17","15","73","56","100","99","8","99","0"
5609,"0","100","31","67","98","38","86","0","15","8","65","45","100","84","26","86","0"
5611,"60","73","59","100","19","73","53","36","51","0","0","20","50","52","100","80","0"
5612,"100","98","24","100","6","68","78","41","70","0","0","9","32","53","83","93","0"
5615,"11","17","54","54","99","92","42","100","31","64","100","35","75","0","0","13","0"
5616,"35","91","46","100","20","65","4","29","38","0","100","20","38","37","0","8","0"
5617,"100","100","47","92","12","61","0","25","36","0","85","20","49","38","28","11","0"
5621,"100","100","70","96","42","72","16","46","0","19","27","0","54","19","7","27","0"
5623,"100","100","61","93","29","71","3","43","0","8","38","0","66","18","29","29","0"
5627,"41","94","22","69","90","42","100","3","20","0","0","37","47","73","40","100","0"
5628,"100","100","66","98","29","67","4","31","19","0","68","12","49","35","0","21","0"
5634,"100","99","60","100","26","78","3","49","0","16","36","0","60","24","30","47","0"
5640,"77","95","33","100","0","64","0","20","50","0","100","21","57","35","19","3","0"
5664,"100","100","82","90","51","62","26","32","12","0","56","6","46","26","0","12","0"
5665,"0","45","53","36","62","0","7","6","52","38","100","70","71","100","11","84","0"
5674,"11","100","17","71","73","37","100","0","9","11","27","48","92","79","0","95","0"
5681,"100","100","43","78","80","39","76","0","0","10","39","46","86","82","10","97","0"
5682,"62","94","39","100","7","69","0","34","33","3","100","1","70","19","13","0","0"
5698,"89","79","23","71","70","30","36","0","0","26","72","63","100","100","2","76","0"
5706,"56","100","39","68","70","27","29","0","0","33","62","60","100","90","30","95","0"
5711,"72","97","64","54","69","0","0","13","28","50","100","73","96","100","19","90","0"
5722,"68","82","38","65","74","27","34","0","0","33","53","66","100","100","16","95","0"
5725,"100","100","59","90","36","62","19","33","10","3","42","0","42","27","0","37","0"
5737,"50","100","17","78","0","46","5","15","54","0","100","17","68","32","26","10","0"
5741,"91","100","56","91","19","62","0","30","22","0","100","5","99","33","19","44","0"
5745,"84","90","0","91","51","56","98","19","36","0","43","40","100","75","62","100","0"
5754,"93","100","53","77","25","49","8","19","44","0","100","11","59","18","0","10","0"
5755,"10","81","61","100","100","76","64","38","35","0","83","10","51","48","0","76","0"
5756,"0","94","9","57","20","19","7","0","20","36","70","68","100","100","18","92","0"
5764,"5","97","9","61","37","25","0","0","7","32","56","64","100","96","37","100","0"
5765,"100","100","49","77","17","51","2","24","24","0","100","10","73","35","0","42","0"
5768,"100","93","48","100","27","69","30","33","16","0","0","26","41","51","100","58","0"
5770,"53","67","80","44","67","7","0","0","35","36","83","68","100","100","25","80","0"
5771,"88","90","18","100","17","66","79","33","49","0","0","28","41","67","100","98","0"
5788,"37","67","84","100","51","80","24","41","32","0","100","4","69","28","0","13","0"
5792,"57","87","41","78","74","38","84","0","0","7","37","48","100","81","90","100","0"
5796,"100","100","63","100","32","78","8","53","0","23","23","0","63","8","44","32","0"
5802,"100","100","56","89","22","59","0","26","24","0","77","11","77","39","22","36","0"
5807,"84","96","0","100","28","66","100","36","68","0","2","21","46","60","88","95","0"
5810,"97","82","68","100","42","69","44","32","23","0","0","24","42","49","100","61","0"
5814,"77","93","35","77","83","37","72","0","0","18","37","60","100","94","75","100","0"
5815,"4","87","64","61","56","21","0","0","47","36","100","70","99","100","19","78","0"
5827,"0","91","25","63","86","33","75","0","14","11","53","43","100","75","75","100","0"
5834,"100","100","72","81","55","55","45","27","48","0","72","5","36","18","0","12","0"
5839,"79","80","39","100","45","57","60","15","8","0","0","34","55","56","100","75","0"
5841,"47","50","88","41","100","1","0","0","18","41","88","76","84","100","12","73","0"
5842,"100","100","71","93","38","65","16","33","29","0","76","7","35","19","0","14","0"
5846,"100","100","54","77","20","49","0","19","41","0","100","11","76","38","11","35","0"
5849,"100","100","55","80","23","54","5","26","27","0","81","7","58","29","0","27","0"
5854,"80","100","22","76","58","36","100","0","0","7","12","38","96","65","44","91","0"
5856,"76","82","72","42","93","0","7","5","33","42","100","74","72","100","0","74","0"
5859,"100","100","67","81","41","62","20","41","8","20","18","0","47","10","0","20","0"
5861,"70","75","92","40","84","0","0","0","35","38","100","71","90","100","13","84","0"
5872,"75","82","28","100","0","67","77","36","100","0","16","15","40","55","84","92","0"
5873,"100","100","55","89","21","59","0","27","29","0","88","11","70","39","4","37","0"
5881,"67","74","73","100","0","79","71","43","98","0","9","7","33","51","100","77","0"
5890,"100","100","63","94","30","68","7","38","7","6","52","0","45","23","0","16","0"
5894,"100","100","74","96","45","68","28","35","32","0","63","12","38","37","0","31","0"
5909,"89","73","61","100","22","71","68","37","76","0","0","0","40","34","100","64","0"
5919,"100","86","12","100","0","64","67","29","39","0","35","38","94","74","92","98","0"
5923,"100","66","66","100","0","77","32","38","60","0","9","21","51","59","87","94","0"
5943,"14","85","51","57","66","17","0","0","35","36","91","68","100","100","23","85","0"
5946,"61","100","0","90","53","61","100","29","56","0","9","21","50","57","86","92","0"
5951,"56","83","78","50","100","11","19","0","25","37","80","71","83","100","0","84","0"
5953,"58","92","68","45","86","0","0","0","22","40","94","71","100","100","14","85","0"
5977,"100","100","58","95","23","68","1","38","0","5","55","0","57","25","7","19","0"
5978,"20","100","7","68","34","34","44","0","0","18","63","48","100","81","27","79","0"
5980,"100","100","48","91","15","64","0","32","13","0","60","6","56","36","20","21","0"
5988,"100","68","75","100","28","83","44","42","49","0","0","4","31","40","90","59","0"
5997,"100","99","52","100","42","65","41","29","11","0","0","30","40","58","100","70","0"
6008,"18","72","68","49","65","13","0","0","21","35","63","67","100","100","37","84","0"
6019,"100","100","67","84","34","62","10","38","0","11","42","0","32","24","1","20","0"
6026,"57","100","30","77","8","53","0","28","10","4","60","0","100","16","62","24","0"
6032,"96","64","100","100","50","99","15","68","0","31","22","0","47","27","14","25","0"
6037,"80","100","42","78","12","46","0","10","56","0","100","22","61","49","8","33","0"
6040,"100","60","82","100","22","89","33","44","47","0","0","1","26","42","93","62","0"
6042,"67","92","0","93","16","57","100","29","78","0","14","25","43","64","67","100","0"
6050,"18","61","51","37","44","0","0","13","33","48","84","79","100","100","35","75","0"
6052,"100","96","80","100","42","71","12","40","0","4","49","0","55","30","0","19","0"
6057,"54","96","33","71","73","34","30","0","0","29","49","65","100","100","31","98","0"
6058,"100","100","62","83","34","64","14","43","0","22","4","0","44","12","36","30","0"
6060,"100","100","54","97","16","68","0","32","24","0","74","15","76","50","21","59","0"
6064,"74","100","49","87","12","56","0","23","44","0","100","17","42","34","2","20","0"
6073,"100","99","62","100","26","78","2","48","0","16","38","0","59","23","20","38","0"
6076,"100","64","98","100","51","78","52","39","48","0","0","4","31","38","95","57","0"
6081,"100","88","100","100","76","73","52","44","40","16","80","0","56","20","0","1","0"
6090,"90","100","46","77","20","49","12","20","51","0","100","17","64","41","0","44","0"
6116,"100","100","52","87","16","61","0","29","22","0","73","10","65","40","10","46","0"
6120,"100","95","49","100","14","71","0","34","21","0","64","16","39","45","29","13","0"
6123,"100","100","50","90","20","61","0","29","18","0","76","6","62","31","5","33","0"
6141,"100","100","64","90","24","52","37","9","96","0","92","42","29","50","0","17","0"
6142,"31","100","0","74","52","36","48","0","0","18","52","56","100","94","19","94","0"
6144,"51","100","45","99","11","65","0","25","43","0","100","20","74","48","15","31","0"
6148,"100","100","57","91","28","63","6","33","9","1","62","0","59","22","0","12","0"
6151,"100","100","58","94","21","66","5","35","17","4","74","0","62","29","0","37","0"
6152,"85","100","44","87","11","54","0","16","50","0","100","20","68","46","8","41","0"
6156,"100","92","57","100","48","66","53","30","28","0","0","20","34","48","85","61","0"
6163,"80","93","0","100","7","62","78","34","64","0","0","20","56","56","100","90","0"
6187,"46","100","0","100","7","61","63","30","48","0","8","28","50","64","100","98","0"
6189,"84","100","16","87","88","59","100","23","19","0","0","31","39","67","21","96","0"
6191,"53","100","37","93","10","58","0","20","45","0","100","18","62","40","0","38","0"
6193,"94","100","47","78","14","50","0","22","39","0","100","19","81","46","8","53","0"
6212,"84","100","41","80","20","50","15","19","55","0","100","20","48","31","0","15","0"
6219,"66","100","11","88","38","45","66","1","0","0","47","40","100","78","51","88","0"
6221,"100","100","59","78","23","53","1","23","27","0","77","10","54","34","0","36","0"
6223,"93","100","53","92","60","49","56","8","0","0","11","35","62","57","100","84","0"
6224,"60","100","24","75","2","47","0","18","45","0","100","10","67","34","11","46","0"
6240,"100","100","67","99","37","69","14","35","8","0","50","9","36","31","0","6","0"
6243,"100","86","15","100","0","70","98","37","81","0","35","26","92","65","81","93","0"
6244,"100","97","82","100","45","75","15","47","0","13","39","0","58","24","12","25","0"
6257,"86","85","40","100","33","67","100","34","98","0","0","18","29","53","98","86","0"
6263,"96","63","100","100","45","95","11","63","0","25","36","0","48","29","19","19","0"
6271,"100","80","38","100","6","65","91","39","82","0","0","16","48","53","100","89","0"
6272,"75","72","23","100","40","65","98","32","67","0","0","17","48","52","100","83","0"
6281,"53","100","2","77","66","46","100","10","17","0","0","33","68","62","66","98","0"
6283,"100","100","69","94","28","66","0","33","7","0","72","3","79","32","11","33","0"
6292,"95","93","56","100","28","68","18","34","38","2","100","0","74","27","0","21","0"
6294,"83","90","0","100","34","67","100","34","70","0","4","24","45","61","74","90","0"
6303,"97","74","79","100","37","74","59","35","35","0","0","19","41","52","100","71","0"
6305,"0","60","63","39","57","0","22","10","54","47","100","82","91","100","23","75","0"
6316,"100","100","58","88","22","62","0","33","0","1","49","0","70","28","26","42","0"
6319,"100","99","68","100","32","67","8","31","24","0","69","21","34","46","0","22","0"
6323,"100","82","51","100","0","72","56","37","78","0","36","12","68","51","92","85","0"
6326,"95","100","52","79","20","57","0","34","5","9","62","0","100","18","40","27","0"
6335,"100","100","47","96","15","64","0","29","32","0","85","16","57","46","9","30","0"
6355,"61","100","0","84","51","60","100","33","72","0","16","17","41","53","87","84","0"
6361,"86","95","9","96","27","61","100","31","64","0","0","24","55","61","93","100","0"
6364,"100","73","77","100","31","80","31","40","29","0","0","14","35","46","90","62","0"
6366,"100","100","77","91","40","64","15","35","17","5","80","0","63","24","0","14","0"
6367,"8","67","51","37","22","0","9","24","53","58","100","92","59","100","0","74","0"
6371,"77","81","14","100","23","66","79","34","67","0","0","14","47","48","100","80","0"
6375,"97","100","41","90","4","58","0","22","52","0","100","22","49","38","8","13","0"
6379,"100","92","64","100","37","77","20","50","11","21","22","0","35","26","0","40","0"
6384,"33","76","48","100","100","97","74","50","44","4","77","0","39","40","0","79","0"
6399,"100","100","49","91","13","62","0","28","33","0","90","15","75","45","8","49","0"
6411,"42","85","85","100","100","68","76","32","45","0","50","1","38","40","0","65","0"
6412,"100","100","69","96","38","66","14","33","19","0","68","3","52","32","0","25","0"
6417,"46","84","65","46","65","9","0","0","30","29","84","57","100","94","44","100","0"
6443,"88","95","100","100","49","73","12","42","19","10","97","0","85","18","0","17","0"
6455,"100","100","53","99","15","61","10","16","66","0","99","32","42","45","0","20","0"
6468,"30","68","63","39","77","0","0","6","44","41","100","75","63","100","9","69","0"
6469,"85","100","19","76","100","62","47","97","26","50","0","18","81","0","48","43","0"
6478,"25","80","75","100","92","69","72","35","52","0","100","18","61","48","0","65","0"
6483,"55","100","21","73","7","42","17","10","66","0","100","24","55","40","0","32","0"
6500,"83","100","9","87","57","44","60","0","0","17","56","56","100","95","10","100","0"
6503,"97","100","51","77","19","48","0","18","44","0","100","16","65","31","12","14","0"
6510,"81","100","47","96","14","62","6","22","53","0","100","19","46","34","0","12","0"
6512,"32","66","87","42","73","0","0","7","37","43","100","72","92","100","30","76","0"
6519,"27","100","8","73","0","45","11","17","51","0","100","3","82","20","37","9","0"
6522,"98","100","40","87","9","55","0","21","47","0","100","22","39","31","7","4","0"
6530,"100","100","50","91","19","66","0","40","0","13","48","0","94","15","44","21","0"
6537,"74","100","38","91","15","62","0","30","13","0","69","0","100","26","46","32","0"
6540,"41","100","38","84","16","52","11","17","54","0","100","19","55","32","0","23","0"
6547,"100","100","48","81","19","54","7","25","39","0","92","10","64","34","0","33","0"
6587,"63","100","26","76","7","51","0","25","22","0","100","6","78","31","0","40","0"
6588,"100","100","64","80","36","60","12","38","0","16","28","0","74","15","12","10","0"
6600,"60","100","20","76","0","39","10","1","69","0","100","33","56","40","15","10","0"
6601,"100","99","67","100","24","68","0","32","27","0","99","8","77","40","9","55","0"
6604,"57","63","100","100","0","91","36","53","95","16","2","0","5","36","91","67","0"
6606,"100","79","67","100","26","76","41","38","47","0","0","8","38","38","96","58","0"
6620,"100","98","60","100","29","73","10","41","6","6","46","0","46","27","0","30","0"
6623,"54","93","0","88","54","46","70","0","5","9","54","52","100","96","7","100","0"
6633,"100","100","71","95","30","64","1","27","32","0","82","19","54","51","0","48","0"
6634,"76","85","0","100","16","63","81","31","69","0","6","25","34","64","100","95","0"
6648,"93","100","5","96","42","65","85","32","58","0","0","14","36","47","100","74","0"
6651,"100","100","75","83","43","57","20","28","31","0","77","6","48","24","0","24","0"
6654,"80","100","32","81","7","52","0","21","40","0","100","9","88","30","28","22","0"
6656,"100","100","26","97","1","66","45","33","29","0","0","26","38","61","87","93","0"
6660,"72","83","49","100","61","58","82","17","0","0","25","33","100","61","75","92","0"
6664,"64","100","34","73","100","39","94","3","0","0","38","38","90","74","76","95","0"
6672,"64","100","32","77","16","47","16","16","58","0","100","16","49","23","0","9","0"
6676,"93","100","52","82","19","52","12","18","60","0","100","21","44","32","0","10","0"
6690,"78","99","0","100","17","63","57","28","47","0","7","31","45","65","100","95","0"
6694,"100","100","63","84","32","55","13","22","43","0","81","17","36","28","0","8","0"
6695,"57","68","52","100","4","71","48","37","63","0","0","13","27","49","100","78","0"
6702,"86","90","28","100","0","52","46","4","26","0","25","51","100","83","73","99","0"
6709,"55","40","100","64","92","100","48","81","45","40","55","0","0","4","11","38","0"
6717,"100","94","63","100","30","71","8","39","6","6","57","0","54","19","0","10","0"
6730,"56","60","65","100","100","83","81","39","51","0","85","16","56","50","0","55","0"
6734,"47","68","0","70","53","34","85","0","22","12","53","59","100","100","46","88","0"
6741,"47","69","42","100","6","75","54","39","47","0","0","21","42","58","100","90","0"
6744,"99","97","47","100","8","74","0","41","28","11","85","0","100","22","38","24","0"
6749,"25","89","65","55","100","21","20","0","0","30","55","62","94","95","22","100","0"
6769,"33","88","39","59","63","100","0","65","28","43","40","0","100","42","25","47","0"
6772,"66","86","0","94","21","52","80","14","14","0","42","39","100","78","49","100","0"
6774,"78","67","65","100","0","75","56","37","84","0","2","10","35","52","100","86","0"
6777,"56","80","5","100","10","65","87","33","71","0","0","22","58","59","100","97","0"
6784,"45","72","18","100","0","64","64","33","98","0","7","5","26","41","100","68","0"
6786,"100","100","57","84","24","58","0","27","18","0","69","10","57","38","4","42","0"
6795,"4","11","46","53","76","100","24","98","41","53","100","24","57","0","0","15","0"
6798,"100","100","56","86","23","61","0","30","14","0","59","7","47","33","1","27","0"
6799,"100","100","31","89","36","55","70","22","23","0","0","28","43","58","86","89","0"
6802,"100","90","27","100","0","66","56","33","81","0","10","16","33","57","98","84","0"
6803,"100","100","57","90","28","67","6","43","0","15","37","0","70","16","28","27","0"
6804,"100","100","62","81","35","58","18","33","31","7","76","0","49","18","0","17","0"
6806,"54","64","30","96","15","61","69","27","52","0","0","30","48","66","100","100","0"
6810,"89","92","20","100","11","67","43","34","54","0","0","24","34","56","100","82","0"
6813,"57","53","100","85","62","100","51","61","79","24","29","0","0","30","61","56","0"
6822,"44","87","21","78","68","41","70","0","0","13","45","47","100","80","41","100","0"
6823,"70","61","65","100","15","70","72","34","87","0","0","10","23","50","100","76","0"
6825,"84","92","41","91","37","46","66","0","0","9","46","49","100","85","33","100","0"
6831,"74","100","50","99","13","67","0","31","35","0","100","10","79","43","10","52","0"
6845,"40","98","51","100","0","61","11","16","93","0","100","37","18","51","24","19","0"
6848,"100","100","48","85","15","57","0","25","29","0","84","11","65","30","38","9","0"
6860,"12","14","56","48","100","84","53","100","32","65","80","30","62","0","0","17","0"
6862,"65","84","40","100","7","68","0","31","34","0","100","8","64","24","11","3","0"
6870,"56","76","73","52","93","13","0","0","37","35","100","69","100","100","17","76","0"
6872,"81","100","55","92","17","61","3","26","41","0","100","14","65","44","0","60","0"
6879,"18","74","3","67","74","34","41","0","3","27","59","63","100","100","0","95","0"
6882,"41","100","0","70","76","37","100","0","10","5","41","43","97","79","27","91","0"
6893,"0","88","65","55","100","16","45","0","43","40","90","77","68","100","8","69","0"
6900,"100","100","54","80","21","50","14","13","61","0","100","19","48","22","0","8","0"
6902,"75","75","36","100","6","68","62","35","100","0","0","6","31","41","93","74","0"
6905,"59","82","11","67","100","65","54","100","40","48","0","22","60","0","43","52","0"
6909,"100","84","55","99","4","72","49","33","43","0","0","28","41","69","97","100","0"
6911,"32","100","17","75","87","41","64","0","12","20","79","55","100","96","0","96","0"
6927,"48","97","7","76","22","35","0","0","5","31","49","65","100","95","52","100","0"
6929,"61","95","39","68","100","100","45","76","0","45","10","0","90","36","21","50","0"
6931,"25","46","100","31","80","0","0","9","38","45","89","78","54","100","20","68","0"
6943,"100","100","56","83","28","56","10","28","21","0","69","6","52","28","0","23","0"
6945,"100","100","54","92","19","67","0","35","22","6","71","0","89","25","48","46","0"
6947,"75","100","40","90","11","59","0","27","32","0","98","5","100","28","38","16","0"
6951,"100","100","57","81","23","58","0","35","7","9","61","0","68","20","20","22","0"
6955,"97","89","68","100","32","68","13","32","39","0","100","10","46","26","0","10","0"
6957,"44","75","21","38","0","0","18","28","56","60","100","90","82","100","28","81","0"
6967,"100","100","52","79","18","54","0","25","28","0","85","9","66","34","3","39","0"
6971,"57","100","33","94","8","59","3","22","48","0","100","15","57","32","0","19","0"
6972,"72","100","43","74","19","48","4","20","36","0","100","16","58","28","0","10","0"
6990,"100","100","58","93","25","70","6","43","0","16","37","0","60","23","18","37","0"
6998,"67","100","24","78","0","49","0","19","44","0","100","10","65","28","10","18","0"
7000,"100","100","44","80","11","47","0","11","56","0","100","30","55","44","0","19","0"
7036,"90","100","52","82","22","54","0","24","24","0","82","5","100","23","42","22","0"
7049,"56","86","39","69","100","34","59","0","0","17","53","54","95","94","22","100","0"
7058,"55","100","18","78","0","49","5","20","46","0","100","12","68","29","10","22","0"
7059,"100","100","61","93","33","65","15","33","25","0","64","6","44","33","0","37","0"
7060,"44","73","77","100","100","68","78","28","68","0","100","33","56","51","0","53","0"
7061,"16","92","0","70","68","36","68","0","15","25","53","63","100","100","34","92","0"
7065,"65","98","41","74","100","100","32","85","10","60","0","0","73","12","33","62","0"
7076,"53","100","35","93","6","61","0","28","36","0","96","12","100","42","37","28","0"
7078,"65","95","0","77","46","36","35","0","5","26","73","61","100","100","6","84","0"
7093,"77","100","25","82","3","53","0","24","43","0","100","16","46","28","6","4","0"
7121,"95","100","74","95","27","65","0","30","32","0","100","11","73","45","9","64","0"
7128,"100","100","49","92","15","66","0","35","12","4","63","0","57","27","1","30","0"
7132,"63","100","43","89","15","58","10","23","50","0","100","18","63","43","0","50","0"
7134,"67","100","35","79","17","48","24","15","70","0","100","21","45","21","0","3","0"
7139,"85","98","39","100","7","60","0","16","54","0","100","28","40","38","5","9","0"
7140,"0","24","43","59","64","100","18","94","67","61","100","23","43","0","7","29","0"
7142,"58","100","17","77","0","47","8","16","57","0","100","21","68","42","9","37","0"
7148,"100","100","49","97","15","65","0","28","33","0","85","17","62","39","20","12","0"
7150,"82","100","30","90","0","59","0","25","45","0","100","15","71","40","10","33","0"
7159,"72","100","31","77","4","50","0","21","40","0","100","5","88","28","28","36","0"
7167,"58","100","21","80","0","48","9","14","56","0","100","16","64","27","25","8","0"
7189,"100","100","58","86","23","57","1","24","30","0","90","13","64","40","0","42","0"
7214,"69","100","31","77","7","50","0","23","31","0","100","2","94","24","33","21","0"
7226,"32","87","76","51","98","14","16","0","46","32","100","66","76","100","0","82","0"
7236,"51","91","5","86","0","43","22","0","8","24","50","61","100","93","45","100","0"
7243,"55","100","17","76","0","50","3","22","41","0","100","10","62","24","10","8","0"
7245,"74","100","28","78","0","52","0","24","37","0","100","6","76","26","13","19","0"
7249,"100","100","85","86","60","62","41","36","29","9","58","0","46","21","0","21","0"
7268,"36","86","30","70","78","35","55","0","0","21","62","53","100","89","9","100","0"
7276,"67","78","54","100","0","83","36","43","61","0","15","14","51","54","100","80","0"
7285,"86","100","36","80","1","49","0","14","56","0","100","23","51","37","2","16","0"
7305,"52","100","18","76","0","46","9","17","61","19","100","38","54","22","18","0","0"
7308,"49","75","44","100","23","73","43","37","47","0","0","16","40","45","100","68","0"
7325,"100","100","69","91","43","72","18","49","0","22","16","0","34","11","3","10","0"
7338,"100","100","67","96","29","67","0","33","15","0","70","1","71","18","19","10","0"
7343,"6","27","47","57","62","100","8","91","48","56","100","25","51","0","0","22","0"
7354,"100","100","43","89","7","61","0","28","31","0","87","8","71","38","11","45","0"
7356,"100","100","67","92","37","69","13","43","0","14","30","0","51","21","11","20","0"
7361,"89","100","52","90","21","62","0","30","19","2","77","0","100","19","42","19","0"
7365,"100","100","70","92","37","65","8","36","1","4","52","0","54","20","0","15","0"
7370,"41","94","71","72","95","33","34","0","0","27","51","63","100","100","41","94","0"
7376,"100","100","54","84","18","59","0","29","21","1","75","0","92","27","51","48","0"
7378,"55","100","27","94","5","56","8","18","59","0","100","23","45","31","0","8","0"
7380,"67","96","20","100","21","59","41","20","11","0","0","35","48","65","100","93","0"
7384,"100","100","61","85","25","58","0","28","23","0","77","9","85","39","30","50","0"
7402,"79","87","32","63","85","32","73","0","0","12","42","44","100","75","70","100","0"
7418,"100","100","56","92","22","66","0","34","8","0","56","0","71","29","25","40","0"
7420,"78","100","30","74","5","44","0","13","60","0","100","26","48","39","2","15","0"
7422,"85","100","37","79","13","47","14","14","67","0","100","26","51","40","0","21","0"
7423,"63","100","29","83","10","50","19","16","67","0","100","19","48","31","0","19","0"
7428,"95","100","46","80","13","53","0","25","28","0","100","10","62","32","8","18","0"
7440,"100","73","56","100","3","72","55","37","80","0","0","3","27","41","95","70","0"
7453,"59","77","15","63","88","31","47","0","14","26","66","62","100","100","0","99","0"
7458,"57","92","18","72","42","30","7","0","0","39","50","69","100","99","43","100","0"
