"X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","Y"
4845,"8","18","144","2.25","0.403","0.896","2.52","58","129","23","0"
4847,"9","26","234","2.889","0.316","0.88","1.85","74","206","40","0"
4848,"11","54","594","4.909","0.258","0.736","1.99","153","437","77","0"
4849,"8","18","144","2.25","0.396","0.882","1.84","57","127","31","0"
4850,"6","9","54","1.5","0.556","1","2.14","30","54","14","0"
4852,"11","213","2343","19.364","0.264","0.698","1.95","619","1635","317","0"
4853,"10","30","300","3","0.307","0.94","1.96","92","282","47","0"
4854,"8","19","152","2.375","0.368","1","1.75","56","152","32","0"
4856,"8","8","64","1","0.344","0.922","1.83","22","59","12","0"
4857,"8","22","176","2.75","0.477","1","2.27","84","176","37","0"
4858,"8","22","176","2.75","0.403","1","2.03","71","176","35","0"
4859,"9","54","486","6","0.391","0.817","1.98","190","397","96","0"
4860,"8","12","96","1.5","0.396","0.75","2.38","38","72","16","0"
4861,"8","12","96","1.5","0.406","0.896","1.86","39","86","21","0"
4863,"10","69","690","6.9","0.277","0.68","1.85","191","469","103","0"
4864,"11","122","1342","11.091","0.256","0.656","1.94","344","881","177","0"
4865,"9","59","531","6.556","0.335","0.821","1.96","178","436","91","0"
4866,"11","44","484","4","0.314","0.75","1.92","152","363","79","0"
4867,"8","45","360","5.625","0.367","0.783","1.89","132","282","70","0"
4868,"5","9","45","1.8","0.533","0.911","2","24","41","12","0"
4869,"12","261","3132","21.75","0.223","0.578","1.92","698","1810","364","0"
4870,"8","31","248","3.875","0.371","0.782","2","92","194","46","0"
4871,"8","8","64","1","0.359","0.969","1.53","23","62","15","0"
4872,"8","12","96","1.5","0.396","0.927","1.65","38","89","23","0"
4873,"8","12","96","1.5","0.427","0.875","2.56","41","84","16","0"
4875,"11","32","352","2.909","0.256","0.534","2","90","188","45","0"
4876,"8","28","224","3.5","0.46","0.79","2.58","103","177","40","0"
4877,"10","44","440","4.4","0.314","0.623","1.92","138","274","72","0"
4878,"7","33","231","4.714","0.385","0.922","2.23","89","213","40","0"
4880,"10","13","130","1.3","0.315","0.915","2.41","41","119","17","0"
4881,"8","51","408","6.375","0.306","0.637","1.95","125","260","64","0"
4882,"8","64","512","8","0.385","0.912","1.93","197","467","102","0"
4886,"5","12","60","2.4","0.6","0.9","3","36","54","12","0"
4887,"10","55","550","5.5","0.295","0.756","1.98","162","416","82","0"
4888,"11","53","583","4.818","0.249","0.734","1.93","145","428","75","0"
4889,"7","2","14","0.286","0.857","0.857","12","12","12","1","0"
4892,"8","43","344","5.375","0.387","0.762","1.93","133","262","69","0"
4893,"9","13","117","1.444","0.368","1","2.69","43","117","16","0"
4894,"8","4","32","0.5","0.469","0.719","3.75","15","23","4","0"
4895,"8","39","312","4.875","0.362","0.881","1.74","113","275","65","0"
4896,"8","33","264","4.125","0.375","0.981","1.6","99","259","62","0"
4897,"7","34","238","4.857","0.403","0.849","1.81","96","202","53","0"
4898,"10","8","80","0.8","0.313","0.9","1.56","25","72","16","0"
4899,"5","3","15","0.6","0.6","0.6","9","9","9","1","0"
4901,"10","33","330","3.3","0.352","0.745","2.07","116","246","56","0"
4902,"8","7","56","0.875","0.5","0.786","3.11","28","44","9","0"
4903,"5","26","130","5.2","0.492","0.785","2.37","64","102","27","0"
4904,"6","15","90","2.5","0.467","0.711","3.23","42","64","13","0"
4905,"6","37","222","6.167","0.392","0.757","2.23","87","168","39","0"
4906,"5","13","65","2.6","0.554","0.8","3","36","52","12","0"
4907,"9","25","225","2.778","0.329","0.502","2.55","74","113","29","0"
4908,"11","54","594","4.909","0.316","0.697","2.07","188","414","91","0"
4910,"10","16","160","1.6","0.288","0.744","2.19","46","119","21","0"
4911,"8","22","176","2.75","0.295","0.483","2.6","52","85","20","0"
4912,"8","12","96","1.5","0.396","0.99","1.9","38","95","20","0"
4913,"8","15","120","1.875","0.475","1","2.38","57","120","24","0"
4914,"10","36","360","3.6","0.367","0.789","2.28","132","284","58","0"
4915,"8","71","568","8.875","0.289","0.574","1.64","164","326","100","0"
4916,"8","9","72","1.125","0.375","0.736","2.45","27","53","11","0"
4917,"8","19","152","2.375","0.454","1","2.16","69","152","32","0"
4918,"10","18","180","1.8","0.294","0.883","1.96","53","159","27","0"
4919,"5","7","35","1.4","0.571","1","2.5","20","35","8","0"
4920,"8","15","120","1.875","0.458","0.908","2.5","55","109","22","0"
4921,"10","25","250","2.5","0.34","0.816","1.89","85","204","45","0"
4922,"8","13","104","1.625","0.471","1","1.81","49","104","27","0"
4923,"8","39","312","4.875","0.423","0.955","1.83","132","298","72","0"
4926,"6","18","108","3","0.444","0.991","1.71","48","107","28","0"
4928,"8","49","392","6.125","0.413","0.76","1.93","162","298","84","0"
4929,"10","262","2620","26.2","0.274","0.757","1.8","719","1984","399","0"
4930,"10","262","2620","26.2","0.29","0.826","1.76","761","2163","432","0"
4931,"8","33","264","4.125","0.326","0.848","2","86","224","43","0"
4932,"8","7","56","0.875","0.482","0.946","2.45","27","53","11","0"
4933,"8","53","424","6.625","0.347","0.767","1.93","147","325","76","0"
4934,"8","30","240","3.75","0.363","0.85","2.29","87","204","38","0"
4935,"10","29","290","2.9","0.29","0.803","1.83","84","233","46","0"
4937,"9","18","162","2","0.327","0.914","1.89","53","148","28","0"
4939,"8","22","176","2.75","0.398","0.818","2.06","70","144","34","0"
4940,"8","31","248","3.875","0.375","0.722","2.02","93","179","46","0"
4943,"10","53","530","5.3","0.294","0.908","1.75","156","481","89","0"
4944,"10","9","90","0.9","0.3","0.778","2.25","27","70","12","0"
4945,"10","54","540","5.4","0.306","0.689","1.94","165","372","85","0"
4947,"9","15","135","1.667","0.244","0.83","1.57","33","112","21","0"
4948,"8","33","264","4.125","0.356","0.705","2","94","186","47","0"
4950,"7","38","266","5.429","0.353","0.902","2.04","94","240","46","0"
4952,"7","21","147","3","0.313","0.667","2.09","46","98","22","0"
4953,"10","242","2420","24.2","0.26","0.579","2.08","630","1401","303","0"
4954,"8","25","200","3.125","0.335","0.77","1.68","67","154","40","0"
4955,"8","7","56","0.875","0.429","1","2.67","24","56","9","0"
4956,"8","14","112","1.75","0.339","0.884","1.73","38","99","22","0"
4958,"7","13","91","1.857","0.429","0.945","2.05","39","86","19","0"
4960,"8","63","504","7.875","0.333","0.734","1.58","168","370","106","0"
4962,"8","43","344","5.375","0.34","0.892","1.83","117","307","64","0"
4963,"8","5","40","0.625","0.475","1","2.38","19","40","8","0"
4964,"8","9","72","1.125","0.389","0.792","2","28","57","14","0"
4965,"7","16","112","2.286","0.438","0.857","2.04","49","96","24","0"
4966,"11","97","1067","8.818","0.266","0.635","2.04","284","678","139","0"
4967,"10","37","370","3.7","0.33","0.897","2","122","332","61","0"
4968,"8","18","144","2.25","0.403","1","1.61","58","144","36","0"
4969,"8","16","128","2","0.406","0.93","1.68","52","119","31","0"
4970,"10","23","230","2.3","0.343","0.791","1.88","79","182","42","0"
4971,"11","132","1452","12","0.189","0.44","2.04","274","639","134","0"
4972,"7","72","504","10.286","0.405","0.845","1.85","204","426","110","0"
4973,"10","23","230","2.3","0.37","0.83","2.3","85","191","37","0"
4974,"7","3","21","0.429","0.571","1","3","12","21","4","0"
4975,"8","28","224","3.5","0.397","0.996","2.07","89","223","43","0"
4976,"8","16","128","2","0.367","0.969","1.88","47","124","25","0"
4977,"8","6","48","0.75","0.313","0.792","3","15","38","5","0"
4979,"10","93","930","9.3","0.268","0.784","1.78","249","729","140","0"
4980,"7","11","77","1.571","0.455","0.974","1.75","35","75","20","0"
4981,"8","39","312","4.875","0.304","0.756","1.38","95","236","69","0"
4983,"7","49","343","7","0.318","0.612","1.91","109","210","57","0"
4985,"8","53","424","6.625","0.38","0.915","1.87","161","388","86","0"
4987,"13","38","494","2.923","0.314","0.957","3.6","155","473","43","0"
4988,"8","98","784","12.25","0.221","0.874","1.42","173","685","122","0"
4989,"8","106","848","13.25","0.358","0.698","2.29","304","592","133","0"
4990,"7","144","1008","20.571","0.092","0.384","1.24","93","387","75","0"
4992,"7","51","357","7.286","0.207","0.969","1.14","74","346","65","0"
4995,"5","81","405","16.2","0.311","0.968","1.3","126","392","97","0"
4996,"7","91","637","13","0.334","0.975","1.76","213","621","121","0"
4997,"7","12","84","1.714","0.226","0.786","1.9","19","66","10","0"
4999,"8","69","552","8.625","0.098","0.344","1.38","54","190","39","0"
5000,"5","13","65","2.6","0.154","0.662","10","10","43","1","0"
5001,"9","508","4572","56.444","0.164","0.69","1.22","748","3154","614","0"
5002,"9","283","2547","31.444","0.186","0.727","1.22","474","1852","389","0"
5004,"25","291","7275","11.64","0.456","0.934","7.29","3315","6796","455","0"
5005,"8","110","880","13.75","0.23","0.872","1.66","202","767","122","0"
5006,"9","180","1620","20","0.374","0.759","2.86","606","1230","212","0"
5007,"8","123","984","15.375","0.402","0.75","2.71","396","738","146","0"
5008,"5","4","20","0.8","0.45","0.45","9","9","9","1","0"
5011,"9","508","4572","56.444","0.16","0.52","1.3","732","2379","563","0"
5012,"2","535","1070","267.5","0.545","0.629","24.29","583","673","24","0"
5013,"14","298","4172","21.286","0.207","0.71","3.49","862","2962","247","0"
5014,"8","75","600","9.375","0.423","0.87","3.02","254","522","84","0"
5015,"10","185","1850","18.5","0.36","0.688","2.81","666","1272","237","0"
5016,"3","470","1410","156.67","0.352","0.387","23.62","496","545","21","0"
5017,"2","64","128","32","0.43","0.602","3.93","55","77","14","0"
5018,"9","245","2205","27.222","0.16","0.607","1.39","353","1338","254","0"
5020,"7","193","1351","27.571","0.206","0.813","1.37","278","1099","203","0"
5021,"7","305","2135","43.571","0.109","0.501","1.21","232","1069","191","0"
5022,"1","200","200","200","0.13","1","1.04","26","200","25","0"
5023,"7","147","1029","21","0.215","0.956","1.28","221","984","173","0"
5024,"25","471","11775","18.84","0.449","0.886","7.8","5290","10437","678","0"
5025,"25","495","12375","19.8","0.464","0.952","7.33","5748","11777","784","0"
5026,"8","59","472","7.375","0.381","0.873","2.77","180","412","65","0"
5027,"2","537","1074","268.5","0.507","0.528","181.33","544","567","3","0"
5029,"14","38","532","2.714","0.227","0.844","2.95","121","449","41","0"
5031,"7","215","1505","30.714","0.548","0.997","3.35","824","1500","246","0"
5032,"9","83","747","9.222","0.376","0.687","2.49","281","513","113","0"
5033,"9","185","1665","20.556","0.386","0.686","2.83","643","1142","227","0"
5034,"9","169","1521","18.778","0.343","0.696","2.61","522","1058","200","0"
5037,"9","536","4824","59.556","0.189","0.813","1.38","913","3924","662","0"
5038,"7","86","602","12.286","0.244","0.831","1.27","147","500","116","0"
5039,"2","475","950","237.5","0.504","0.544","95.8","479","517","5","0"
5040,"7","219","1533","31.286","0.182","0.798","1.26","279","1224","222","0"
5041,"5","13","65","2.6","0.338","0.723","2.2","22","47","10","0"
5042,"8","109","872","13.625","0.2","0.854","1.39","174","745","125","0"
5043,"10","251","2510","25.1","0.151","0.567","1.29","378","1423","293","0"
5044,"9","280","2520","31.111","0.165","0.684","1.24","415","1724","336","0"
5045,"8","209","1672","26.125","0.173","0.828","1.27","290","1384","228","0"
5047,"7","62","434","8.857","0.189","0.756","1.28","82","328","64","0"
5050,"1","89","89","89","0.169","1","1.07","15","89","14","0"
5051,"25","178","4450","7.12","0.49","0.896","7.9","2181","3988","276","0"
5052,"8","63","504","7.875","0.321","0.954","1.82","162","481","89","0"
5053,"9","249","2241","27.667","0.301","0.739","1.96","674","1655","344","0"
5056,"10","511","5110","51.1","0.161","0.634","1.43","822","3238","575","0"
5058,"7","45","315","6.429","0.254","0.813","1.4","80","256","57","0"
5059,"8","73","584","9.125","0.235","0.803","1.47","137","469","93","0"
5060,"6","83","498","13.833","0.329","0.823","1.58","164","410","104","0"
5061,"10","510","5100","51","0.163","0.542","1.36","832","2763","612","0"
5062,"7","13","91","1.857","0.374","1","1.89","34","91","18","0"
5064,"13","38","494","2.923","0.324","0.935","3.81","160","462","42","0"
5065,"25","186","4650","7.44","0.485","0.942","7.39","2253","4379","305","0"
5066,"8","57","456","7.125","0.434","0.958","2.91","198","437","68","0"
5067,"9","181","1629","20.111","0.375","0.738","2.9","611","1202","211","0"
5068,"10","506","5060","50.6","0.15","0.589","1.34","758","2980","564","0"
5069,"9","352","3168","39.111","0.205","0.692","1.34","651","2193","486","0"
5070,"9","172","1548","19.111","0.171","0.731","1.31","265","1131","202","0"
5073,"25","186","4650","7.44","0.456","0.868","8.06","2121","4035","263","0"
5074,"7","63","441","9","0.338","0.941","1.94","149","415","77","0"
5075,"9","167","1503","18.556","0.378","0.727","2.88","568","1093","197","0"
5076,"2","537","1074","268.5","0.537","0.609","22.19","577","654","26","0"
5077,"7","315","2205","45","0.056","0.248","1.13","124","546","110","0"
5078,"9","278","2502","30.889","0.176","0.594","1.28","440","1485","345","0"
5079,"9","99","891","11","0.189","0.745","1.4","168","664","120","0"
5080,"9","120","1080","13.333","0.176","0.752","1.29","190","812","147","0"
5082,"2","537","1074","268.5","0.523","0.567","62.44","562","609","9","0"
5083,"5","13","65","2.6","0.262","0.769","2.43","17","50","7","0"
5084,"1","31","31","31","0.226","1","1.17","7","31","6","0"
5085,"5","98","490","19.6","0.316","0.704","1.82","155","345","85","0"
5086,"25","187","4675","7.48","0.472","0.943","7.28","2207","4408","303","0"
5088,"2","32","64","16","0.516","0.531","33","33","34","1","0"
5089,"9","326","2934","36.222","0.171","0.641","1.3","501","1882","385","0"
5091,"6","81","486","13.5","0.282","0.932","1.34","137","453","102","0"
5092,"1","70","70","70","0.2","1","1.08","14","70","13","0"
5093,"8","241","1928","30.125","0.119","0.498","1.26","230","960","182","0"
5095,"1","118","118","118","0.186","1","1.05","22","118","21","0"
5096,"6","39","234","6.5","0.192","0.197","45","45","46","1","0"
5100,"11","20","220","1.818","0.223","0.373","2.58","49","82","19","0"
5102,"14","12","168","0.857","0.661","0.851","9.25","111","143","12","0"
5103,"9","9","81","1","0.728","0.889","7.38","59","72","8","0"
5104,"11","190","2090","17.273","0.239","0.457","2.11","500","955","237","0"
5105,"1","11","11","11","1","1","11","11","11","1","0"
5108,"11","71","781","6.455","0.461","0.659","5.54","360","515","65","0"
5109,"11","288","3168","26.182","0.248","0.5","2.04","787","1584","386","0"
5111,"13","67","871","5.154","0.432","0.517","6.6","376","450","57","0"
5112,"10","31","310","3.1","0.645","0.774","6.67","200","240","30","0"
5113,"12","85","1020","7.083","0.476","0.614","5.4","486","626","90","0"
5115,"14","12","168","0.857","0.429","0.732","6.55","72","123","11","0"
5117,"14","340","4760","24.286","0.383","0.521","5.07","1824","2480","360","0"
5118,"11","17","187","1.545","0.321","0.652","4.29","60","122","14","0"
5119,"13","6","78","0.462","0.436","0.449","34","34","35","1","0"
5120,"10","80","800","8","0.275","0.435","3.93","220","348","56","0"
5121,"10","89","890","8.9","0.252","0.496","3.25","224","441","69","0"
5122,"2","16","32","8","0.25","0.531","2.67","8","17","3","0"
5123,"1","136","136","136","0.963","1","32.75","131","136","4","0"
5124,"9","83","747","9.222","0.371","0.727","3.3","277","543","84","0"
5125,"11","90","990","8.182","0.47","0.718","4.6","465","711","101","0"
5127,"14","314","4396","22.429","0.379","0.721","4.66","1664","3168","357","0"
5128,"10","159","1590","15.9","0.377","0.763","3.13","600","1213","192","0"
5129,"14","91","1274","6.5","0.389","0.628","5.05","495","800","98","0"
5131,"9","62","558","6.889","0.403","0.665","3.26","225","371","69","0"
5133,"8","154","1232","19.25","0.424","0.87","2.75","522","1072","190","0"
5135,"12","72","864","6","0.623","0.86","6.73","538","743","80","0"
5136,"10","9","90","0.9","0.644","0.689","58","58","62","1","0"
5137,"8","141","1128","17.625","0.447","0.932","2.45","504","1051","206","0"
5138,"14","372","5208","26.571","0.378","0.586","4.99","1971","3050","395","0"
5139,"10","143","1430","14.3","0.355","0.775","2.33","508","1108","218","0"
5141,"10","186","1860","18.6","0.347","0.771","2.42","645","1434","267","0"
5142,"14","265","3710","18.929","0.354","0.565","4.47","1315","2097","294","0"
5143,"3","3","9","1","0.889","0.889","8","8","8","1","0"
5145,"8","126","1008","15.75","0.469","0.961","2.87","473","969","165","0"
5146,"14","367","5138","26.214","0.349","0.576","4.5","1791","2962","398","0"
5147,"11","344","3784","31.273","0.446","0.712","4.71","1686","2694","358","0"
5149,"14","326","4564","23.286","0.363","0.589","4.4","1657","2689","377","0"
5150,"3","3","9","1","0.889","0.889","8","8","8","1","0"
5151,"9","18","162","2","0.623","0.864","7.77","101","140","13","0"
5152,"1","255","255","255","0.686","1","4.86","175","255","36","0"
5153,"17","203","3451","11.941","0.925","0.999","14.19","3192","3448","225","0"
5154,"13","222","2886","17.077","0.377","0.692","4.92","1087","1997","221","0"
5155,"17","266","4522","15.647","0.921","1","12.82","4167","4522","325","0"
5157,"12","175","2100","14.583","0.403","0.774","4.28","847","1625","198","0"
5158,"17","98","1666","5.765","0.929","1","14.88","1548","1666","104","0"
5160,"12","252","3024","21","0.416","0.682","4.75","1259","2062","265","0"
5161,"1","30","30","30","0.4","1","2.4","12","30","5","0"
5162,"8","50","400","6.25","0.528","0.955","3.01","211","382","70","0"
5164,"24","166","3984","6.917","0.905","0.98","17.08","3604","3905","211","0"
5165,"14","419","5866","29.929","0.373","0.603","4.51","2188","3535","485","0"
5166,"3","3","9","1","0.889","0.889","8","8","8","1","0"
5167,"14","417","5838","29.786","0.359","0.559","4.48","2094","3262","467","0"
5168,"9","19","171","2.111","0.62","0.836","7.57","106","143","14","0"
5169,"12","272","3264","22.667","0.329","0.75","2.74","1075","2448","393","0"
5170,"11","98","1078","8.909","0.378","0.724","3.04","408","781","134","0"
5173,"12","72","864","6","0.615","0.862","6.4","531","745","83","0"
5174,"11","185","2035","16.818","0.487","0.883","4.5","991","1796","220","0"
5176,"10","16","160","1.6","0.619","0.963","6.19","99","154","16","0"
5178,"28","333","9324","11.893","0.351","0.65","4.55","3270","6057","718","0"
5179,"7","157","1099","22.429","0.439","0.874","2.77","482","961","174","0"
5181,"9","369","3321","41","0.329","0.639","2.67","1094","2122","409","0"
5182,"7","14","98","2","0.102","0.204","10","10","20","1","0"
5184,"9","82","738","9.111","0.312","0.669","2.74","230","494","84","0"
5185,"24","170","4080","7.083","0.931","0.999","17.04","3799","4075","223","0"
5186,"24","209","5016","8.708","0.926","0.992","17.27","4645","4976","269","0"
5187,"17","350","5950","20.588","0.363","0.577","5.22","2162","3433","414","0"
5188,"12","266","3192","22.167","0.338","0.667","2.72","1079","2130","397","0"
5189,"11","198","2178","18","0.383","0.773","2.9","834","1683","288","0"
5191,"11","72","792","6.545","0.665","0.938","6.35","527","743","83","0"
5192,"16","341","5456","21.313","0.378","0.724","5.23","2060","3949","394","0"
5193,"25","203","5075","8.12","0.837","0.929","15.22","4246","4713","279","0"
5195,"12","22","264","1.833","0.621","0.788","9.65","164","208","17","0"
5196,"23","120","2760","5.217","0.942","1","17.44","2599","2760","149","0"
5197,"11","23","253","2.091","0.585","0.834","8.22","148","211","18","0"
5198,"12","22","264","1.833","0.538","0.852","8.35","142","225","17","0"
5199,"17","398","6766","23.412","0.32","0.608","5.3","2162","4117","408","0"
5200,"16","212","3392","13.25","0.376","0.693","5.75","1276","2349","222","0"
5201,"3","424","1272","141.33","0.537","0.557","136.6","683","709","5","0"
5202,"9","83","747","9.222","0.356","0.914","2.77","266","683","96","0"
5203,"16","227","3632","14.188","0.41","0.731","4.97","1490","2654","300","0"
5204,"16","382","6112","23.875","0.375","0.6","5.16","2292","3670","444","0"
5207,"15","294","4410","19.6","0.395","0.651","5.28","1743","2872","330","0"
5208,"3","4","12","1.333","0.833","0.917","10","10","11","1","0"
5210,"1","23","23","23","0.348","1","1.6","8","23","5","0"
5211,"16","352","5632","22","0.39","0.738","5.25","2196","4157","418","0"
5213,"24","135","3240","5.625","0.911","0.966","18.69","2953","3131","158","0"
5215,"11","22","242","2","0.632","0.864","8.05","153","209","19","0"
5216,"15","268","4020","17.867","0.413","0.731","5.1","1661","2940","326","0"
5218,"10","57","570","5.7","0.407","0.739","2.94","232","421","79","0"
5219,"16","439","7024","27.438","0.384","0.724","5.09","2696","5084","530","0"
5220,"11","436","4796","39.636","0.336","0.755","2.86","1612","3623","564","0"
5221,"11","22","242","2","0.603","0.888","8.59","146","215","17","0"
5222,"11","378","4158","34.364","0.33","0.684","2.95","1371","2846","465","0"
5224,"77","271","20867","3.519","0.478","0.744","11.28","9981","15523","885","0"
5226,"8","13","104","1.625","0.635","0.788","8.25","66","82","8","0"
5227,"10","248","2480","24.8","0.356","0.729","2.6","883","1807","340","0"
5229,"9","281","2529","31.222","0.272","0.856","1.73","687","2164","398","0"
5230,"7","13","91","1.857","0.791","0.978","6","72","89","12","0"
5232,"8","13","104","1.625","0.625","0.817","5.91","65","85","11","0"
5233,"8","12","96","1.5","0.583","0.813","6.22","56","78","9","0"
5234,"8","184","1472","23","0.237","0.777","1.64","349","1144","213","0"
5235,"7","5","35","0.714","0.829","0.829","29","29","29","1","0"
5236,"6","130","780","21.667","0.253","0.528","2.05","197","412","96","0"
5237,"87","116","10092","1.333","0.406","0.416","104.95","4093","4194","39","0"
5238,"17","24","408","1.412","0.426","0.735","4.7","174","300","37","0"
5239,"9","159","1431","17.667","0.249","0.605","1.93","356","866","184","0"
5240,"8","206","1648","25.75","0.236","0.793","1.64","389","1307","237","0"
5242,"9","73","657","8.111","0.298","0.627","2.55","196","412","77","0"
5243,"8","109","872","13.625","0.219","0.595","1.61","191","519","119","0"
5244,"8","76","608","9.5","0.232","0.51","1.88","141","310","75","0"
5247,"8","192","1536","24","0.207","0.579","1.57","318","889","203","0"
5248,"7","135","945","19.286","0.156","0.753","1.23","147","712","120","0"
5249,"3","5","15","1.667","0.533","0.8","4","8","12","2","0"
5251,"6","47","282","7.833","0.177","0.45","1.61","50","127","31","0"
5252,"4","25","100","6.25","0.28","0.71","1.33","28","71","21","0"
5253,"7","162","1134","23.143","0.096","0.235","1.49","109","266","73","0"
5254,"10","189","1890","18.9","0.263","0.515","2.34","498","973","213","0"
5255,"7","111","777","15.857","0.254","0.883","1.5","197","686","131","0"
5257,"6","71","426","11.833","0.329","0.958","1.57","140","408","89","0"
5258,"17","34","578","2","0.123","0.156","17.75","71","90","4","0"
5259,"6","28","168","4.667","0.327","0.589","2.12","55","99","26","0"
5260,"7","72","504","10.286","0.236","0.651","1.7","119","328","70","0"
5261,"9","153","1377","17","0.304","0.848","2.06","419","1168","203","0"
5263,"10","325","3250","32.5","0.215","0.692","1.51","700","2248","463","0"
5264,"17","24","408","1.412","0.36","0.708","5.88","147","289","25","0"
5265,"7","50","350","7.143","0.266","0.74","1.45","93","259","64","0"
5268,"6","97","582","16.167","0.232","0.852","1.55","135","496","87","0"
5269,"6","96","576","16","0.335","0.703","2.44","193","405","79","0"
5271,"6","96","576","16","0.309","0.644","2.44","178","371","73","0"
5274,"6","96","576","16","0.302","0.795","2.2","174","458","79","0"
5275,"10","282","2820","28.2","0.191","0.701","1.43","540","1977","378","0"
5276,"9","183","1647","20.333","0.218","0.6","1.42","359","989","252","0"
5277,"6","93","558","15.5","0.276","0.962","1.52","154","537","101","0"
5278,"9","80","720","8.889","0.231","0.694","1.54","166","500","108","0"
5279,"5","96","480","19.2","0.329","0.717","2.14","158","344","74","0"
5280,"6","96","576","16","0.293","0.724","2.09","169","417","81","0"
5282,"9","9","81","1","0.321","0.395","13","26","32","2","0"
5283,"11","57","627","5.182","0.343","0.678","2.95","215","425","73","0"
5285,"9","127","1143","14.111","0.213","0.679","1.58","243","776","154","0"
5286,"6","7","42","1.167","0.333","0.952","1.4","14","40","10","0"
5287,"9","88","792","9.778","0.263","0.726","1.59","208","575","131","0"
5289,"7","36","252","5.143","0.456","0.98","2.05","115","247","56","0"
5290,"9","98","882","10.889","0.285","0.645","2.06","251","569","122","0"
5291,"6","21","126","3.5","0.238","0.738","1.58","30","93","19","0"
5292,"8","69","552","8.625","0.261","0.879","1.47","144","485","98","0"
5293,"6","10","60","1.667","0.183","0.65","1.83","11","39","6","0"
5294,"6","7","42","1.167","0.333","0.738","2.33","14","31","6","0"
5296,"9","32","288","3.556","0.417","0.715","3.08","120","206","39","0"
5297,"7","8","56","1.143","0.304","0.768","1.42","17","43","12","0"
5298,"1","77","77","77","0.325","1","1.04","25","77","24","0"
5299,"6","82","492","13.667","0.104","0.303","1.31","51","149","39","0"
5300,"9","72","648","8","0.255","0.494","2.01","165","320","82","0"
5301,"16","90","1440","5.625","0.197","0.77","1.39","283","1109","204","0"
5302,"67","296","19832","4.418","0.088","0.285","1.54","1748","5649","1134","0"
5303,"8","117","936","14.625","0.201","0.698","1.45","188","653","130","0"
5305,"9","49","441","5.444","0.252","0.739","1.61","111","326","69","0"
5306,"6","20","120","3.333","0.317","0.983","1.52","38","118","25","0"
5308,"6","13","78","2.167","0.295","0.692","1.53","23","54","15","0"
5309,"5","16","80","3.2","0.25","0.938","2","20","75","10","0"
5310,"7","27","189","3.857","0.259","0.688","1.44","49","130","34","0"
5311,"7","22","154","3.143","0.097","0.403","1.36","15","62","11","0"
5314,"7","39","273","5.571","0.147","0.48","1.67","40","131","24","0"
5315,"7","40","280","5.714","0.25","0.832","1.59","70","233","44","0"
5317,"36","186","6696","5.167","0.318","0.654","7.28","2126","4382","292","0"
5318,"11","60","660","5.455","0.271","0.85","1.97","179","561","91","0"
5319,"13","390","5070","30","0.182","0.735","1.56","924","3727","593","0"
5320,"1","58","58","58","0.845","1","9.8","49","58","5","0"
5321,"1","107","107","107","0.869","1","18.6","93","107","5","0"
5322,"14","440","6160","31.429","0.158","0.626","1.54","975","3857","632","0"
5323,"3","550","1650","183.33","0.339","0.401","15.11","559","662","37","0"
5324,"14","422","5908","30.143","0.18","0.58","1.7","1062","3426","624","0"
5325,"13","311","4043","23.923","0.216","0.759","1.63","873","3069","537","0"
5326,"3","463","1389","154.33","0.296","0.382","13.7","411","531","30","0"
5327,"14","409","5726","29.214","0.172","0.578","1.79","984","3307","551","0"
5328,"1","206","206","206","0.99","1","204","204","206","1","0"
5329,"13","218","2834","16.769","0.216","0.737","1.78","612","2090","344","0"
5335,"2","52","104","26","0.231","0.529","1.5","24","55","16","0"
5336,"9","181","1629","20.111","0.217","0.661","1.66","354","1077","213","0"
5337,"9","134","1206","14.889","0.216","0.68","1.65","260","820","158","0"
5339,"7","178","1246","25.429","0.242","0.795","1.41","301","990","213","0"
5342,"7","135","945","19.286","0.202","0.732","1.43","191","692","134","0"
5343,"7","91","637","13","0.179","0.816","1.24","114","520","92","0"
5344,"7","346","2422","49.429","0.167","0.707","1.19","404","1712","339","0"
5345,"7","42","294","6","0.143","0.714","1.27","42","210","33","0"
5346,"20","30","600","1.5","0.433","0.597","13.68","260","358","19","0"
5347,"1","67","67","67","0.985","1","66","66","67","1","0"
5348,"1","10","10","10","1","1","10","10","10","1","0"
5349,"8","32","256","4","0.402","0.496","34.33","103","127","3","0"
5350,"8","28","224","3.5","0.438","0.496","19.6","98","111","5","0"
5352,"10","82","820","8.2","0.3","0.832","2.05","246","682","120","0"
5355,"2","24","48","12","0.354","1","3.4","17","48","5","0"
5357,"14","102","1428","7.286","0.356","0.709","2.96","509","1013","172","0"
5358,"10","10","100","1","0.57","0.91","3.17","57","91","18","0"
5359,"14","84","1176","6","0.261","0.623","2.31","307","733","133","0"
5360,"11","64","704","5.818","0.395","0.558","3.35","278","393","83","0"
5361,"7","4","28","0.571","0.714","0.929","10","20","26","2","0"
5362,"6","7","42","1.167","0.357","0.548","7.5","15","23","2","0"
5363,"11","99","1089","9","0.23","0.601","2.14","250","654","117","0"
5364,"9","85","765","9.444","0.302","0.812","1.82","231","621","127","0"
5366,"1","52","52","52","0.981","1","51","51","52","1","0"
5367,"10","11","110","1.1","0.373","1","1.58","41","110","26","0"
